EDI_NENA,Inventory of text source data files,,,,,,
,Revised 08 October 2017,,,,,,
,,,,,,,
,,,,,,,
EDI identifier,Organization or Program,Date of collection,Web browser,Location of source,"Permanent links (added by QDR as of May 30, 2018)",File name,Notes
QC005,Fondation Coule Pas Chez Nous,8-Oct-17,Google Chrome,https://www.coulepascheznous.com/action-municipalite,https://perma.cc/S26H-72E5,EDI_NENA.QC005.text.CoulePCNlMUNICIPALITÉ.2017.nvcx,Translated to English using Google Translate at web page
QC005,Fondation Coule Pas Chez Nous,8-Oct-17,Google Chrome,https://www.coulepascheznous.com/action-proprietaires,https://perma.cc/35S9-GKKF,EDI_NENA.QC005.text.CoulePCNPROPRIÉTAIRES.2017.nvcx,Translated to English using Google Translate at web page
QC005,Fondation Coule Pas Chez Nous,8-Oct-17,Google Chrome,https://www.coulepascheznous.com/action-citoyen#esh2,https://perma.cc/JE2R-LBL9,EDI_NENA.QC005.text.CoulePCNCitoyen.2017.nvcx,Translated to English using Google Translate at web page
QC005,Fondation Coule Pas Chez Nous,8-Oct-17,Google Chrome,https://www.coulepascheznous.com/informe-projet-energie-est,https://perma.cc/6Z4R-AWMW,EDI_NENA.QC005.text.CoulePCNEnergieEst.2017.nvcx,Translated to English using Google Translate at web page
QC005,Fondation Coule Pas Chez Nous,8-Oct-17,Google Chrome,https://www.coulepascheznous.com/informe-projet-ligne-9b-enbridge,https://perma.cc/UDY9-YHSE,EDI_NENA.QC005.text.CoulePCNLigne9B.nvcx,Translated to English using Google Translate at web page
QC005,Fondation Coule Pas Chez Nous,8-Oct-17,Google Chrome,https://www.coulepascheznous.com/informe-projet-montreal-portland,https://perma.cc/JCZ3-YTPM,EDI_NENA.QC005.text.CoulePCNEMontréal-Portland.2017.nvcx,Translated to English using Google Translate at web page
QC005,Fondation Coule Pas Chez Nous,8-Oct-17,Google Chrome,https://www.coulepascheznous.com/informe-projet-terminal-kildair,https://perma.cc/MGH6-UCCH,EDI_NENA.QC005.text.CoulePCNLeTerminalKildair.2017.nvcx,Translated to English using Google Translate at web page
QC005,Fondation Coule Pas Chez Nous,8-Oct-17,Google Chrome,https://www.coulepascheznous.com/informe-projet-chaleur-terminals,https://perma.cc/38M7-926T,EDI_NENA.QC005.text.CoulePCNChaleurTerminals.2017.nvcx,Translated to English using Google Translate at web page
QC005,Fondation Coule Pas Chez Nous,8-Oct-17,Google Chrome,https://www.coulepascheznous.com/alternatives,https://perma.cc/6F5F-AXEB,EDI_NENA.QC005.text.CoulePCNalternatives.2017.nvcx,Translated to English using Google Translate at web page
QC006,Divest McGill,,,,,,
RI001,Block Island Power Company,,,,,,
RI002,Regional Greenhouse Gas Initiative (RGGI),,,,,,
VT001,Rights & Democracy,,,,,,
VT002,Montpelier District Energy Project,,,,,,
VT003,Burlington Electric Department,,,,,,
VT004,350 Vermont,9/20/2017,Google Chrome Version 61.0.3163.91,http://350vermont.org/custom_type/we-need-your-input-how-to-build-towards-an-energy-democracy/,https://perma.cc/Y8XK-RQ2P,EDI_NENA.VT004.text.Davis.2017.nvcx,May not be included in analysis of transition narratives
VT005,Sierra Club - Vermont Chapter,,,,,,
VT006,Vermont Energy and Climate Action Network,,,,,,
VT007,Vermont Public Interest Research Group,,,,,,
