file	duration	year	candidate	round	date1	time1	date2	time2	date3	time3	date4	time4	date5	time5	date6	time6	source	notes	content
"Chile_1999_Lavin_05"	155	1999	"Lavin"	1	"11/18/1999"	"n"	"11/22/1999"	"n"	"11/19/1999"	"d"	"11/25/1999"	"d"	"11/25/1999"	"n"	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"the face of change; Lavin is creating a change for the poor people and the middle classes; people's testimonies on delinquency; Lavin's stand against delinquency; people's support for Lavin; Lavin wants to beat poverty, delinquency, problems with dugs; jingle \"\"viva el cambio\"\", Joaquin Lavin  \"\"viva el cambio\"\""
"Chile_1999_Lavin_06"	155	1999	"Lavin"	1	"11/21/1999"	"d"	"11/21/1999"	"n"	"11/30/1999"	"d"	"11/30/1999"	"n"	"11/23/1999"	"n"	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"Lavin is the starting point for change; soplan vientos de cambio; Lavin's support for agriculture; agriculture is the origin of Chile's culture; rural population's support for Lavin; Lavin calling for change; jingle \"\"viva el cambio\"\"; Joaqu�n Lavin, \"\"viva el cambio\"\""
"Chile_1999_Lavin_07"	155	1999	"Lavin"	1	"11/24/1999"	"d"	"11/24/1999"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"Soplan vientos de cambio; Lavin is the starting point for change; people want to see change; Lavin is the change; people want a fresh perspective; Lavin is young and so more willing to make a change; Lavin's testimony on his trip around the country to see what needs to be done; change can't be done by the same people, we need a change; people's support of Lavin; \"\"viva el cambio\"\" jingle; Joaquin Lavin, \"\"viva el cambio\"\""
"Chile_1999_Lavin_08"	155	1999	"Lavin"	1	"11/26/1999"	"d"	"11/26/1999"	"n"	"11/28/1999"	"d"	"11/28/1999"	"n"	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"Lavin's biggest triumps are the ones people can't see; people's support for Lavin; Lavin's programs as a mayor; people's testimonies on Lavin's projects as a mayor; Joaqu�n Lavin n�mero 6"
"Chile_1999_Lavin_09"	155	1999	"Lavin"	1	"11/27/1999"	"d"	"11/27/1999"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"family arguing about unemployment; Lavin's promise to create 1 million jobs; Lavin's words; people's support for Lavin; Lavin wants to beat poverty, delinquency, problems with dugs; jingle \"\"viva el cambio\"\"; Joaqu�n Lavin, \"\"viva el cambio\"\""
"Chile_1999_Lavin_10"	155	1999	"Lavin"	1	"11/29/1999"	"d"	"11/29/1999"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"Soplan vientos de cambio; Lavin has the support of all regions; Lavin reading the types of change people want; people's support of Lavin; Lavin on the inequalities of the current government; Lavin's word on change; jingle \"\"viva el cambio\"\"; Joaquin Lavin, \"\"Viva el cambio\"\""
"Chile_1999_Lavin_11"	155	1999	"Lavin"	1	"12/1/1999"	"d"	"12/1/1999"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"Lavin has the support of all regions; Lavin reading the types of change people want; people's support of Lavin; Lavin is the change; jingle \"\"Chile necesita un cambio\"\"; Joaqu�n Lavin n�mero 6"
"Chile_1999_Lavin_12"	155	1999	"Lavin"	1	"12/2/1999"	"d"	"12/2/1999"	"n"	"12/4/1999"	"d"	"12/5/1999"	"n"	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"Lavin with his family; youth's support for Lavin; Lavin will govern with the young; people's support for Lavin; jingle \"\"ya viene el cambio\"\"; Soplan Vientos de Cambio; Lavin has the support of all regions; Joaqu�n Lavin n�mero 6"
"Chile_1999_Lavin_13"	154	1999	"Lavin"	1	"12/3/1999"	"d"	"12/3/1999"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"people's testimonies on delinquency; Lavin's testimony on delinquency; Lavin's commitment with stronger laws against delinquency; Soplan Vientos de Cambio; people's support of Lavin; Lavin wants to beat poverty, delinquency, problems with dugs; Lavin at Alameda to end the campaign; Joaqu�n Lavin n�mero 6"
"Chile_1999_Lavin_14"	155	1999	"Lavin"	1	"12/4/1999"	"n"	"12/5/1999"	"d"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"Soplan vientos de cambios; Lavin has the support of all regions; Lavin reading the types of change people want; people's support of Lavin; Lavin on the inequalities of the current government; Lavin has the support of all regions; Lavin at Alamedo to end campaign; Joaqu�n Lavin n�mero 6"
"Chile_1999_Lavin_15"	155	1999	"Lavin"	1	"12/6/1999"	"d"	"12/7/1999"	"d"	"12/7/1999"	"n"	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"Soplan vientos de cambio; Lavin has the support of all regions; Lavin reading the types of change people want; people's support of Lavin; Lavin on the inequalities of the current government; Lavin has the support of all regions; Lavin at Alamedo to end campaign; Joaqu�n Lavin n�mero 6"
"Chile_1999_Lavin_16"	155	1999	"Lavin"	1	"12/8/1999"	"d"	"12/9/1999"	"d"	"12/9/1999"	"n"	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"Soplan Vientos de Cambio; Lavin inviting people to vote and his promise for change; the youth is the future; white page to write the change; people make the decision; Lavin will be the change"
"Chile_2000_Lagos_01"	152	2000	"Lagos"	2	"1/2/2000"	"d"	"1/2/2000"	"n"	"1/3/2000"	"d"	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Soledad Alvear's going door to door, promoting Lagos' campaign; jingle and music video \"\"Chile mucho mejor\"\"; cross next to Lagos name (vote)"
"Chile_2000_Lagos_02"	148	2000	"Lagos"	2	"1/3/2000"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos' vision of a better Chile; text messages, voting for Lagos; Lagos' promises on work opportunities and growth; cross nect to Lagos name (vote); jingle \"\"Chile mucho mejor\"\"; cartoon, man wakes up after apple falls on his head "
"Chile_2000_Lagos_03"	153	2000	"Lagos"	2	"1/4/2000"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos' vision of a better Chile; cartoon, man wakes up after apple falls on his head; Soledad Alvear and all the support they are receiving; Lagos' support for the agriculture sector; jingle \"\"Chile mucho mejor\"\"; cross next to Lagos name (vote)"
"Chile_2000_Lagos_04"	154	2000	"Lagos"	2	"1/4/2000"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lago's vision of a better Chile; cartoon man and woman kissing; text messages, voting for Lagos; Lagos strong hand against delinquency; cross next to Lagos name (vote); jingle \"\"Chile mucho mejor\"\""
"Chile_2000_Lagos_05"	153	2000	"Lagos"	2	"1/5/2000"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos' against delinqunecy; text messages voting for Lagos; Lagos' wife thanking for all the generosity they recieved; \"\"Un pa�s en paz\"\"; jingle \"\"Chile mucho mejor\"\"; cartoon \"\"el llamado\"\""
"Chile_2000_Lagos_06"	154	2000	"Lagos"	2	"1/5/2000"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Eric Goles on shcolarships and education; Mar�a Eugenia Gonz�lez on security; Claudio Orrego on Chile; Lagos's inviting people to build a better Chile; text messaging, voting for Lago; jingle \"\"Chile mucho mejor\"\"; cartoon \"\"la misi�n\"\""
"Chile_2000_Lagos_07"	154	2000	"Lagos"	2	"1/6/2000"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"\"\"Dar m�s cari�o\"\"; Lagos' wife commitment to help; Soledad Alvear's testimony on the youth's support for Lagos; clip, woman voting for Lagos; jingle \"\"Chile mucho mejor\"\"; cartoon \"\"la misi�n\"\""
"Chile_2000_Lagos_08"	154	2000	"Lagos"	2	"1/6/2000"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Daniel Fern�ndez's testimony on better roads; Lagos' inviting people to build a better Chile; text messaging, voting for Lagos; safer neighborhoods; Lagos' against delinquency; jingle \"\"Chile mucho mejor\"\"; cartoon \"\"el camino\"\""
"Chile_2000_Lagos_09"	154	2000	"Lagos"	2	"1/7/2000"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"woman voting for Lagos; Paulina Araneda's testimony on how Chile is better for families; Carolina Toh�'s testimony on kids rights; \"\"Un pa�s en paz\"\"; Lagos' wife sommitment to help; jingle \"\"Chile mucho mejor\"\"; cartoon \"\"el camino\"\""
"Chile_2000_Lagos_10"	153	2000	"Lagos"	2	"1/7/2000"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"text messages, voting for Lagos; Marianne Muller's testimony on a better environment; Daniel Albarr�n's testimony on better businesses opportunities; Lagos' inviting people to build a better Chile; clip on environment; jingle \"\"Chile mucho mejor\"\"; cartoon \"\"atinando\"\""
"Chile_2000_Lagos_11"	154	2000	"Lagos"	2	"1/8/2000"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Lagos' commitment to create more jobs; cross next to Lagos's name (vote); Daniel Albarr�n's testimony on better businesses opportunities; Carmen Castillo's testimony on better health; jingle \"\"Chile mucho mejor\"\"; Lagos' wife commitment on creating centers for women; cartoon \"\"atinando\"\""
"Chile_2000_Lagos_12"	153	2000	"Lagos"	2	"1/8/2000"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"clip on feeling proud of what we are; text messages, voting for lagos; hand painted; Lagos inviting Chile to build a better Chile; hand on top of watermelons; Lagos' support for the agricultural sector; cross next to Lagos' name (vote); clip \"\"s�lo faltas t�\"\"; jingle \"\"Chile mucho mejor\"\"; cartoon \"\"el flautista\"\""
"Chile_2000_Lagos_13"	154	2000	"Lagos"	2	"1/9/2000"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"comedian clip; Mar�a Soleda Alvear's testimony on the legislative system; Lagos inviting people to build a better Chile; Lagos' wife commitment to improve services for people with disabilities; jingle \"\"Chile mucho mejor\"\"; cartoon \"\"el flautista\"\""
"Chile_2000_Lagos_14"	154	2000	"Lagos"	2	"1/9/2000"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"text messages, voting for Lagos; Andr�s Velasco's testimony on connectivity; Mar�a Soledad Alvear's testimony on the lesgislative system; tennis cartoon; Lagos' on public services and his commitment to improve them even more; jingle \"\"Chile mucho mejor\"\"; cartoon \"\"el corazonismo\"\""
"Chile_2000_Lagos_15"	152	2000	"Lagos"	2	"1/10/2000"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Daughter's testimony about her father, Lagos; Lagos as a sensitive person; Lagos as a very smart man; Lagos has been worried about Chileans' lives for many years; Lagos' on public health: health is a right; jingle \"\"Chile mucho mejor\"\"; man driving cartoon bus"
"Chile_2000_Lagos_16"	153	2000	"Lagos"	2	"1/10/2000"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Daugther's testimony about her father, Lagos; Lagos as a sensitive person; Lagos as a very smart man; Lagos has been worried about Chileans' lives for many years; Lagos' on public health: health is a right; jingle \"\"Chile mucho mejor\"\"; men carrying cartoon hearts"
"Chile_2000_Lagos_17"	154	2000	"Lagos"	2	"1/11/2000"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"men carrying cartoon hearts; Daugther's testimony about her father, Lagos; Lagos as a sensitive person; Lagos as a very smart man; Lagos has been worried about Chileans' lives for many years; Lagos' on public health: health is a right; jingle \"\"Chile mucho mejor\"\"; Soledad Alvear's against other politicians buying votes"
"Chile_2000_Lagos_18"	152	2000	"Lagos"	2	"1/11/2000"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"\"\"Veo a Chile much mejor\"\" quote by Lagos; safe neighborhoods; love for the ones who need it most; indigenous group dancing; family at the table; respect and pride of the countryside; peace; justice and image of mother of a disappeared; clean environment for the future; right to happiness; support for the youth; mother with child, breastfeeding; invitation to write this story for Chile; (all mini clips end with Lagos' signature) "
"Chile_2000_Lagos_19"	146	2000	"Lagos"	2	"1/12/2000"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Soledad Alvear against other politicians buying votes; jingle \"\"Chile mucho mejor\"\"; Lagos' words on progress and peace; workers of the new millenium; Lagos admiration for these workers bc they are building a better Chile; man gives Lagos a cartoon heart"
"Chile_2000_Lagos_20"	152	2000	"Lagos"	2	"1/13/2000"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford"	""	"Soledad Alvear's report on polls, Lagos winning ; Lagos' vision for the future; workers of the new millenium; Lagos admiration for these workers bc they are building a better Chile"
"Chile_2000_Lavin_01"	155	2000	"Lavin"	2	"1/2/2000"	"d"	"1/2/2000"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"New millenium, new changes; jingle \"\"viva el cambio\"\"; Lavin will work to end problems in the country; people's support for Lavin; Lavin will work with all; jingle \"\"tu voto m�s un voto\"\"; Joaqu�n Lavin \"\"Viva el cambio\"\""
"Chile_2000_Lavin_02"	155	2000	"Lavin"	2	"1/3/2000"	"d"	"1/3/2000"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"jingle \"\"viva el cambio\"\"; Lavin asking to believe in him; people asking for more jobs; Lavin's relationship with the private sector to create more jobs; people changing their vote; jingle \"\"con tu voto m�s un voto\"\"; Joaqu�n Lavin \"\"Viva el cambio\"\""
"Chile_2000_Lavin_03"	155	2000	"Lavin"	2	"1/4/2000"	"d"	"1/4/2000"	"n"	"1/5/2000"	"d"	"1/6/2000"	"n"	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"jingle \"\"viva el cambio\"\"; Lavin's wife comments on ther trip around the country with her husband; support for women; Lavin's commitment with better opportunities for women; jingle \"\"viva el cambio\"\"; Lavin's wife comparing countries to big families; Joaqu�n Lavin, \"\"Viva el cambio\"\""
"Chile_2000_Lavin_04"	155	2000	"Lavin"	2	"1/5/2000"	"n"	"1/10/2000"	"n"	"1/6/2000"	"d"	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"Lavin lived in the countryside; Lavin's comments on agriculture; more investment in the agricultural sector; rural people's comments on the lack of jobs; Joaqu�n Lavin, \"\"Viva el Cambio\"\""
"Chile_2000_Lavin_05"	155	2000	"Lavin"	2	"1/7/2000"	"d"	"1/7/2000"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"jingle \"\"viva el cambio\"\"; elections during beginning of new millenium; Lavin asking people what kind of change do people want; jingle \"\"viva el cambio\"\"; people's support for Lavin; jingle \"\"viva el cambio\"\"; Joaquin Lavin"
"Chile_2000_Lavin_06"	155	2000	"Lavin"	2	"1/8/2000"	"d"	"1/8/2000"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"driver's comments on problems with delinquency; jingle \"\"viva el cambio\"\"; Lavin's testimony on delinquency, first project will be \"\"La segunda es la vencida\"\"; people's support of Lavin; More peace with Lavin; jingle \"\"viva el cambio\"\"; All voting for Lavin; Joaqu�n Lavin, \"\"Viva el cambio\"\""
"Chile_2000_Lavin_07"	155	2000	"Lavin"	2	"1/9/2000"	"d"	"1/9/2000"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"jingle \"\"viva el cambio\"\"; Lavin's wife disourse on her commitmetn to engage in public services; people's comments of Lavin's wife; Lavin's testimony on women and improve the support system for them; woman saying Lavin's wife has all the qualities of a first lady; Joaqu�n Lavin \"\"Viva el Cambio\"\""
"Chile_2000_Lavin_08"	155	2000	"Lavin"	2	"1/10/2000"	"d"	"1/10/2000"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"Soplan Vientos de Cambio; Lavin's testimony of his visits all over the country; Lavin understands workers, miners; people's support for Lavin; Joaqu�n Lavin \"\"Viva el Cambio\"\""
"Chile_2000_Lavin_09"	155	2000	"Lavin"	2	"1/11/2000"	"d"	"1/11/2000"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"driver's comments on problems with delinquency; jingle \"\"viva el cambio\"\"; Lavin's testimony on delinquency, first project will be \"\"La segunda es la vencida\"\"; people's support of Lavin; More peace with Lavin; jingle \"\"viva el cambio\"\"; Joaqu�n Lavin, \"\"Viva el Cambio\"\""
"Chile_2000_Lavin_10"	155	2000	"Lavin"	2	"1/12/2000"	"d"	"1/12/2000"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"Soplan vientos de cambio; new millenium, more changes; message of change is Lavin; Lavin's family as a symbol of peace, and prosperity ; people's support for Lavin; jingle \"\"viva el cambio\"\"; Joaqu�n Lavin n�mero 6"
"Chile_2000_Lavin_11"	155	2000	"Lavin"	2	"1/13/2000"	"d"	"1/13/2000"	"n"	""	""	""	""	""	""	""	""	"CNTV, Dussaillant, Moneda, Stanford, UDP"	""	"New millenium, new changes; Lavin's testimony on change; Lavin's family as a symbol of peace and prosperity; Lavin is the change; Lavin's wife comparing countries to big families; jingle \"\"viva el cambio\"\"; Joaqu�n Lavin n�mero 6"
"Chile_2005_Bachelet_01"	300	2005	"Bachelet"	1	"11/11/2005"	""	"11/12/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"last night I had a dream; women's work unequal; presidential sash"
"Chile_2005_Bachelet_02"	300	2005	"Bachelet"	1	"11/13/2005"	""	"11/14/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"my childhood; I'm qualified as a doctor; health accomplishments; I was minister of defense; I'm a normal person like you; qualifications; I've always worked for my country to be better in the future; I'm prepared, I'm ready; tough on crime; reduce benefits"
"Chile_2005_Bachelet_03"	300	2005	"Bachelet"	1	"11/15/2005"	""	"11/16/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"youth and unemployment; what I'll do for youth and jobs; cambiemos el mate; problem: regions; policies for regions; last night I had a dream"
"Chile_2005_Bachelet_04"	300	2005	"Bachelet"	1	"11/17/2005"	""	"11/18/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"no mas palabras; issue: youth jobs; policies for youth and employment; discrimination is a problem; workplace discrimination; health discrimination; I envision a more just country; we need more housing for lots of reasons"
"Chile_2005_Bachelet_05"	298	2005	"Bachelet"	1	"11/19/2005"	""	"11/20/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"issue: PYMES; policies for PYMES; general goals for PYMES; cambiemos el mate; I'll be tough on crime; reduction of benefits; we need to be not just tough but intelligente"
"Chile_2005_Bachelet_06"	300	2005	"Bachelet"	1	"11/21/2005"	""	"11/22/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"the many problems of women; I want to solve women's problems; I am working for equality; I dream of an equal Chile; issue: youth jobs; policies for youth and employment; presidential sash"
"Chile_2005_Bachelet_07"	300	2005	"Bachelet"	1	"11/23/2005"	""	"11/24/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"cansada?; what we need for pregnant teenagers; issue: PYMES; policies for PYMES; general goals for PYMES; will worry about childcare; I will create jobs from home, with benefits; I will create a future for our children"
"Chile_2005_Bachelet_08"	300	2005	"Bachelet"	1	"11/25/2005"	""	"11/26/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"no mas palabras; Foxley: Concertacion educated youth; they will create jobs in the future; PDC supports her; issue: regions; policies for decentralization"
"Chile_2005_Bachelet_09"	300	2005	"Bachelet"	1	"11/27/2005"	""	"11/28/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"presidential sash; Valdes: Concertacion built infrastructure; now we need decentralization; I, as DC, vote Bachelet; I have met the people, understand them; I continue Concertacion legacy; I understand what Chile wants"
"Chile_2005_Bachelet_10"	300	2005	"Bachelet"	1	"11/29/2005"	""	"11/30/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"Concertacion has provided opportunities; last night I had a dream; Foxley: Concertacion educated youth; they will create jobs in the future; PDC supports her; issue: PYMES; policies for PYMES; general goals for PYMES; Concertacion has done well running the country; we can do even better in the future"
"Chile_2005_Bachelet_11"	300	2005	"Bachelet"	1	"12/1/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"I'll be tough on crime; reduction of benefits; we need to be not just tough but intelligente; Alvear: Concertacion values and what we've accomplished; what Concertacion represents for the future; as PDC I support Bachelet; educ situation is great; education proposals; benefits of more education"
"Chile_2005_Bachelet_12"	300	2005	"Bachelet"	1	"12/2/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"Zaldivar: Concertacion does a lot in many policy areas; but pension reform still pending; so PDC supports Bachelet; issue: youth jobs; policies for youth and employment; discrimination is a problem; workplace discrimination; health discrimination; I envision a more just country; Girardi: Bachelet health accomplishments; what she'll do in the future; problems with health insurance; my health policies"
"Chile_2005_Bachelet_13"	300	2005	"Bachelet"	1	"12/3/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"my childhood; I'm qualified as a doctor; health ministry accomplishments; I was minister of defense; I've always worked for my country to be better in the future; estoy lista, estoy preparada, estoy contigo; Frei: Concertacion has done well in past; I support Bachelet, she's the new leader we need; Concertacion has done well running the country; we can do even better in the future"
"Chile_2005_Bachelet_14"	300	2005	"Bachelet"	1	"12/4/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"Aylwin: Concertacion has done well; Bachelet is best qualified to continue this legacy; PDC endorsement; my childhood; I'm qualified as a doctor; health ministry accomplishments; I was minister of defense; I've always worked for my country to be better in the future; estoy lista, estoy preparada, estoy contigo; no mas palabras; I will deliver opportunity"
"Chile_2005_Bachelet_15"	300	2005	"Bachelet"	1	"12/5/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"Alvear: Concertacion values and what we've accomplished; what Concertacion represents for the future; as PDC I support Bachelet; Lagos Weber: Chile has done well with trade and commerce; educ situation is great; education proposals"
"Chile_2005_Bachelet_16"	300	2005	"Bachelet"	1	"12/6/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"cansada?; Alvear: Concertacion values and what we've accomplished; what Concertacion represents for the future; as PDC I support Bachelet; problems with health insurance; my health policies"
"Chile_2005_Bachelet_17"	300	2005	"Bachelet"	1	"12/7/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"closing speech: on election day we're all equal; some dream of education; we all want security; Concertacion has done well; I will tackle remaining problems; I'm a new type of leader; Chile is moving forward; We started on this path with transition to democracy; I'm with the people and they are with me; presidential sash"
"Chile_2005_Bachelet_18"	300	2005	"Bachelet"	1	"12/8/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"presidential sash; Sara Larrain: Bachelet's future enviro policies; closing speech: on election day we're all equal; some dream of education; some dream of learning a language, technology, etc; we all want security; Concertacion has done well; I will tackle remaining problems; I'm a new type of leader; Chile is moving forward; We started on this path with transition to democracy; I'm with the people and they are with me"
"Chile_2005_Lavin_01"	300	2005	"Lavin"	1	"11/11/2005"	""	"11/14/2005"	""	"11/21/2005"	""	""	""	""	""	""	""	"TV"	""	"no me interesa el poder por el poder; government's done well with infrastructure; that's the Chile of a few; there are problems for the rest; I've resolved problems in the past"
"Chile_2005_Lavin_02"	299	2005	"Lavin"	1	"11/12/2005"	""	"11/13/2005"	""	"11/22/2005"	""	""	""	""	""	""	""	"TV"	""	"my family's great; I believe in family, faith, God; he's a great guy; I was mayor and got things done; what he did as mayor; new people new ideas; great mayor, great president; we need a pres who's with the poor"
"Chile_2005_Lavin_03"	299	2005	"Lavin"	1	"11/15/2005"	""	"11/16/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"newspaper headlines: crime; 1999 franja: crime; it's the government's fault; crime's a problem; a lot of repeat offenders; my crime policies; crime's a problem; re-hire carabineros, build island prison, etc; Lavin will fix crime; it's the government's fault; Lavin will fix crime"
"Chile_2005_Lavin_04"	299	2005	"Lavin"	1	"11/17/2005"	""	"11/18/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"problem of Chile: unequal opportunity; problem: education; Lavin: educ a problem; problem: education; education proposals; escalator--opportunity; problem: unemployment; problem: unemployment; my future jobs policies; I foresee a better future in jobs"
"Chile_2005_Lavin_05"	300	2005	"Lavin"	1	"11/19/2005"	""	"11/20/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"health problems and plan auge didn't fix them; people: health problems; my health plans; Maria Estela: I know the needs of the elderly; health a problem; pensions a problem; housing a problem; pensions policies; the elderly are with him"
"Chile_2005_Lavin_06"	299	2005	"Lavin"	1	"11/23/2005"	""	"11/24/2005"	""	"11/25/2005"	""	""	""	""	""	""	""	"TV"	""	"Lavin: I'll solve women's problems; women describe their problems; housewives are important; I'll do housewife pensions; he will take care of housewives; Maria Estela: Lavin's a good person; created a childcare program in Las Condes; he'll extend it to all Chile; my policies for women's jobs; La Vaca foundation gave us loans; fines for deadbeat dads; Lavin will solve our problems; Matthei: Lavin knows the poor, will support them; generic expressions of support; Maria Estela: he'll solve women's problems"
"Chile_2005_Lavin_07"	298	2005	"Lavin"	1	"11/26/2005"	""	"11/27/2005"	""	"11/30/2005"	""	""	""	""	""	""	""	"TV"	""	"I'll make it to the second round b/c the poor support me; we support him; I know the poor's problems; we support him; I've always supported unity; we support Lavin; this election is about change; Nuts 4 Nuts guy endorsement; Longueira endorsement; we support Lavin; Estela: we represent people's dreams for future; I'm gonna win; I'll make Chile the country of opportunity"
"Chile_2005_Lavin_08"	299	2005	"Lavin"	1	"11/28/2005"	""	"11/29/2005"	""	""	""	""	""	""	""	""	""	"TV"	""	"I grew up knowing ag; I'll defend ag; difficult situation in the campo; debate: free trade hurts ag; difficult situation in the campo; my Mercusur stance; ag also imp b/c about Chilean values; Hernan Larrain endorsement; the campo supports him, he'll beat Bachelet; he's with us, we're with him; Estela: he'll give people opportunity; Mexican music jingle"
"Chile_2005_Lavin_09"	298	2005	"Lavin"	1	"12/1/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"1999 franja: revolving door; our store robbed 3 times; Lavin: government's fault; more crime stories; Lavin--crime stats; more crime stories; debate: mano dura; future crime policies; Victor Perez: he's with the people; Lavin's honest; gov's done nothing; Lavin will do well; I'll get tough on crime; debate: mano dura"
"Chile_2005_Lavin_10"	299	2005	"Lavin"	1	"12/2/2005"	""	""	""	""	""	""	""	""	""	""	""	"TV"	""	"problem of poverty; I'll be president of work; Lavin is with the poor; we're voting for Lavin; Lavin is with the poor; I'll change ficha CAS; we need gov that fights poverty; economist: he knows the solution is opportunity; Eulogia Lavin: he's a good guy; he has values; I'm motivated by belief in God; he'll bring change; no abortion, but pro-family policy; I'll help churches fight poverty; Lavin will support evangelicals' preferred policies; Lavin's pro-church policies; Catholic youth supports him cause he's honest; Estela: we represent people's dreams for future"
