file	duration	year	candidate	round	date1	time1	date2	time2	date3	time3	date4	time4	date5	time5	date6	time6	source	notes	content
"Chile_1989_Aylwin_12"	399	1989	"Aylwin"	1	"11/25/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"we've worked for a country where everyone belongs; Aylwin will bring a better future; Aylwin's speech, in sign language; the challenge is to take the best of the past and present to the future; from the past we take democracy; we need to continue to stimulate economic development and dynamism; the future challenge is poverty and inequality; I have a qualified team to do this; but I will need everyone's collaboration; a good president must know the people; Aylwin's done so; jingle with campaign scenes"
"Chile_1989_Aylwin_13"	400	1989	"Aylwin"	1	"11/26/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"now is the time for reencuentro; the characteristics of the person we want as president; images of Aylwin and family; Aylwin as a person; Patricio is devoted husband, father; when I was young we fought for equality; images of Aylwin and family; signing off"
"Chile_1989_Aylwin_14"	395	1989	"Aylwin"	1	"11/27/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"problem of poverty; Banados: issue of poverty; cardboard recycling family; consumption down, inequality worse; Aylwin will solve poverty; Aylwin's approach to poverty focuses on health, education, childcare, etc.; there will be a fund for the poorest of the poor; there is consensus regarding the issue of poverty; people trust Aylwin on poverty; son grows up in democracy"
"Chile_1989_Aylwin_15"	398	1989	"Aylwin"	1	"11/28/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"democracy is happiness; historical importance of labor movement; Pinochet treated workers terribly; specific labor policies; guy saying something incomprehensible about salaries; Bustos, CUT pres: workers, vote for Aylwin; Pinochet continuistas have nothing to offer us; Aylwin will implement policies we want; Aylwin: workers told me they won't strike; we need cooperation of social orgs; I value the people, I'm with the people"
"Chile_1989_Aylwin_16"	400	1989	"Aylwin"	1	"11/29/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"I want to progress; Chileans have good ideas; we have various small business projects; and Aylwin proposes to facilitate the realization of those ideas; proposals for promoting entrepreneurship; Aylwin has responsible policies; businessmen: he'll help us; businessmen part of democracy"
"Chile_1989_Aylwin_17"	399	1989	"Aylwin"	1	"11/30/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"generic unity; introducing issue of regions; pope: issue of agriculture; problems for small farmers; farmer: we don't share in ag success; ag problems; Aylwin's specific ag problems; with democracy our situation will be better; campesinos committed to change"
"Chile_1989_Aylwin_18"	394	1989	"Aylwin"	1	"12/1/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"happiness; issue of crime; Aylwin: meaning of security; security is also when people don't fear losing jobs; and it is health; or losing one's house; or growing old poor; I will provide security through law not force; qualifications of pres and team are important; I became president for justice; daughter: he's a simple man; CERC poll"
"Chile_1989_Aylwin_19"	400	1989	"Aylwin"	1	"12/2/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"past year has been calm and peaceful, even more so in 1990; workers very important; listen to Manuel Bustos; Bustos, CUT pres: workers, vote for Aylwin; Pinochet continuistas have nothing to offer us; Aylwin will implement policies we want; he'll create jobs; worker's issues; Aylwin: workers told me they won't strike; CERC poll; no hospital in poblacion"
"Chile_1989_Aylwin_20"	400	1989	"Aylwin"	1	"12/3/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"I'm not getting paid for the franja; issue of security; I will provide security through law not force; importance of qualifications; images of Aylwin; daughter: he's a simple man"
"Chile_1989_Aylwin_21"	400	1989	"Aylwin"	1	"12/4/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"optimism, peace, democracy, unity all rolled into one; unity is important; historically Chile has been united, but then we were divided; the Concertacion embodies unity by supporting a common program; my future task is unity; issue of reinsertion into international community; Pinochet was isolated internationally; but Aylwin did an international trip and was well received; Aylwin traveled the world, met world leaders; he was attended by the impressive people"
"Chile_1989_Aylwin_22"	386	1989	"Aylwin"	1	"12/5/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"issue of economic policy; introducing Foxley who will speak about economics; Aylwin's campaign team in touch with people's problems; we are not going to do another experiment; we are going to solve problems; proposals flash up on the screen; we will fight inflation, encourage investment, etc.; Chile can grow and prosper if we work together; we are prepared to govern successfully in the future; our future economic policy will be serious, fair"
"Chile_1989_Aylwin_23"	399	1989	"Aylwin"	1	"12/6/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"issue of human rights; let's celebrate democracy together; I like Aylwin because he can deliver a good country; history matters; historical images; Aylwin defining Chile"
"Chile_1989_Aylwin_24"	402	1989	"Aylwin"	1	"12/7/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"youth talking over the intro; issue of youth and work; in democracy we'll have opportunities; Peter Gabriel concert; youth vote for Aylwin; commentary on Aylwin speaking to youth at rally; what youth want in a president; there will be happiness; we'll have freedom; he's intelligent, prepared; we support Aylwin; Aylwin's going to win; together with the youth we will build civilization of love; we will build a patria for all Chileans"
"Chile_1989_Aylwin_25"	383	1989	"Aylwin"	1	"12/8/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"issue of human rights; I want us to all have happiness; women's policy desires; I want truth in human rights; I want health for all Chileans; I want our old age assured; we need more women in government; homage to women; polls show Aylwin wins; woman: I like Aylwin; a president needs to unify the Chilean family"
"Chile_1989_Aylwin_26"	399	1989	"Aylwin"	1	"12/10/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"unity; historical images; we have come together; Aylwin: I'll promote unity; assorted clips from celebrities; unity--la gente; with Aylwin president we will have happiness"
"Chile_1989_Aylwin_27"	283	1989	"Aylwin"	1	"12/11/1989"	""	""	""	""	""	""	""	""	""	""	""	"Bustos, Marin, CJD"	""	"what's great about this moment is unity; Chileans all want unity; I'm aware of seriousness of challenge and ask God for assistance; the world is coming together; let's work together"
"Chile_1989_Buchi_01"	397	1989	"Buchi"	1	"11/18/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"Buchi represents a bright future; Chile es un buen pais; problem of poverty; climbed Aconcagua; we need country of opportunities; problem of women's equality; I want a country that is democratic, just, etc.; I'll build a better country; Buchi mantra"
"Chile_1989_Buchi_02"	400	1989	"Buchi"	1	"11/19/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"Buchi represents a bright future; Buchi believes in freedom; photos of Buchi as child, adult; Buchi talks about his family; a good guy with a good heart; he's not political; he's the candidate of the people; Buchi mantra; climbed Aconcagua; we need country of opportunities"
"Chile_1989_Buchi_03"	400	1989	"Buchi"	1	"11/20/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"we all want a united country in peace; how to create a country free of violence?; I'm against violence; terrorism a problem in the past; I will be pro-human rights; I'll create truth and rec commission; I will build democracy; the future challenge is unity, reconciliation; silent message: no more violence; this election is about the future; this is about the future/Berlin Wall"
"Chile_1989_Buchi_04"	400	1989	"Buchi"	1	"11/21/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"this election is about the future; La Moneda closed; I want open government, the meaning of democracy; my government will listen to the people; I'm committed to democracy; meaning of democracy; climbed Aconcagua; we need country of opportunities"
"Chile_1989_Buchi_05"	401	1989	"Buchi"	1	"11/22/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"no quiero guerra; this election is about the future; introducing Buchi; my generic optimistic vision for the future; I represent the future; my government will be made up of independents; I will have 30 (unspecified) policy initiatives in first 30 days"
"Chile_1989_Buchi_06"	392	1989	"Buchi"	1	"11/23/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"Rosa de Cerro Navia; no quiero guerra; this election is about the future; this is about democracy; Buchi wants peace; issue of women in the workplace; we'll give women the same opportunities; problem of inequality of opportunities; but we'll fix it; culture is important; Buchi represents a bright future; bicycle spoof"
"Chile_1989_Buchi_07"	399	1989	"Buchi"	1	"11/24/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"Silva Cimma criticizing Buchi: unfair; no quiero guerra; this election is about the future; personal characteristics are important; Buchi talks about his life, about running; against abortion because he values life; I like when people like me, I don't when they don't; Buchi's a working man; climbed Aconcagua; we need country of opportunities; votar vs. botar; los 17: elevator scene"
"Chile_1989_Buchi_08"	400	1989	"Buchi"	1	"11/25/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"Buchi represents a bright future; Chile es un buen pais; problem of poverty; climbed Aconcagua; we need country of opportunities; problem of women's equality; I want a country that is democratic, just, etc.; I'll build a better country; no quiero guerra; this election is about the future"
"Chile_1989_Buchi_09"	400	1989	"Buchi"	1	"11/26/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"Rosa de Cerro Navia; no quiero guerra; this election is about the future; personal characteristics are important; Buchi talks about his life, about running; against abortion because he values life; I like when people like me, I don't when they don't; silly breakfast competition scene; Buchi mantra"
"Chile_1989_Buchi_10"	398	1989	"Buchi"	1	"11/27/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"no quiero guerra; this election is about the future; this is a choice between old outmoded ideas and new pragmatic ideas; Aylwin wants to raise taxes; the effects of raising taxes; Concertacion wants to raise taxes; this is a choice between old outmoded ideas and new pragmatic ideas; old ideas don't work in Argentina; Buchi's jobs plans; more work, better salaries for us; we need Buchi to create 1 million jobs; he's a work man, we need him; climbed Aconcagua; we need country of opportunities; bicycle spoof"
"Chile_1989_Buchi_11"	401	1989	"Buchi"	1	"11/28/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"Buchi represents a bright future; we all dream of our own homes; this is a choice between old outmoded ideas and new pragmatic ideas; problem of housing; we will fix housing; people: we're happy with our homes; Buchi will fix housing; no quiero guerra; this election is about the future; it is important to provide information to help make decisions; Allamand: DC says it wouldn't make a deal with the PC, but�; Aylwin: PC not in Concertacion; but Lagos says the PPD has a pact with the PC; one of them is lying"
"Chile_1989_Buchi_12"	400	1989	"Buchi"	1	"11/29/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"we need new ideas, change with stability; problem of inflation; Buchi lowered it; and plans to eliminate it; Aylwin is happy with 25% inflation; Buchi: what 25% inflation means for people; other LA countries have had economic problems post-democratization; Argentine academic: old econ policies can ruin the country; Argentine politician: the left in other LA countries, particularly Bolivia, brought on econ crisis"
"Chile_1989_Buchi_13"	400	1989	"Buchi"	1	"11/30/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"issue of education; old ideas: state pays schools; new ideas: state pays you and you choose; we should have university credits; Buchi's specific education policies; issue of support for technical schools; future policies for higher ed; things we like about Buchi's future policy; climbed Aconcagua; we need country of opportunities; Allamand: DC says it wouldn't make a deal with the PC, but�; Aylwin: PC not in Concertacion; but Lagos says the PPD has a pact with the PC; one of them is lying"
"Chile_1989_Buchi_14"	398	1989	"Buchi"	1	"12/1/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"Chileans need reconciliation; we need jobs and econ stability; issue of health; Buchi will improve health; details on health insurance plan; the present system: money direct to hospitals; Buchi gives you the money, you choose; also Buchi builds more hospitals, invests in health; Buchi's idea nueva; breakfast scene; old ideas bad because they don't work; bicycle 2; pole vault; Concertacion is leftist b/c Aylwin made deals"
"Chile_1989_Buchi_15"	393	1989	"Buchi"	1	"12/2/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"Buchi believes in freedom; photos of Buchi as child, adult; Buchi talks about his family"
"Chile_1989_Buchi_16"	400	1989	"Buchi"	1	"12/3/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"Buchi represents a bright future; Chile es un buen pais; problem of poverty; climbed Aconcagua; we need country of opportunities; problem of women's equality; I want a country that is democratic, just, etc.; I'll build a better country; bicycle spoof"
"Chile_1989_Buchi_17"	400	1989	"Buchi"	1	"12/4/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"testimonials: we like Buchi's qualities; have to be well informed; Concertacion full of socialists, marxists, ex-UP"
"Chile_1989_Buchi_18"	401	1989	"Buchi"	1	"12/5/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"Buchi has good ideas for poverty; Aylwin wants to raise taxes; the effects of raising taxes; Concertacion wants to raise taxes; Concertacion conga line; secret vote; Concertacion full of socialists, marxists, ex-UP"
"Chile_1989_Buchi_19"	384	1989	"Buchi"	1	"12/6/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"Chile has stability thanks to Buchi; there used to be recession; Buchi got us out of recession; problem of inflation; Buchi lowered it; and plans to eliminate it; Aylwin is happy with 25% inflation; look at its effects; my future policies will solve problems; pole vault; Aylwin has a parallel economic program coordinated with the left; and it's being dishonestly hidden from view"
"Chile_1989_Buchi_20"	400	1989	"Buchi"	1	"12/7/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"problem of women's equality; the issue of women's role in society is important; issue of women's work; I have several specific policies to facilitate women's work; we need peace, women can help; Pia Guzman: Concertacion has made a pact with the left; and someone is lying about it; Aylwin's lying; Aylwin doesn't want to admit his deals with the left"
"Chile_1989_Buchi_21"	400	1989	"Buchi"	1	"12/8/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"issue of jobs; the way to raise salaries is create jobs; job creation reenactment; Concertacion full of socialists, marxists, ex-UP; Aylwin's lying about secret pact; Aylwin: no pact with PC and MIR; Aylwin has a pact with the communists; Aylwin is lying about it"
"Chile_1989_Buchi_22"	399	1989	"Buchi"	1	"12/9/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"testimonials: we like Buchi's qualities; Concertacion full of socialists, marxists, ex-UP; secret vote"
"Chile_1989_Buchi_23"	400	1989	"Buchi"	1	"12/10/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"Chile es un buen pais; problem of poverty; climbed Aconcagua; we need country of opportunities; problem of women's equality; I want a country that is democratic, just, etc.; I'll build a better country; Aylwin's lying about secret pact; Aylwin: no pact with PC and MIR; Aylwin has a pact with the communists; Aylwin is lying about it"
"Chile_1989_Buchi_24"	400	1989	"Buchi"	1	"12/11/1989"	""	""	""	""	""	""	""	""	""	""	""	"Marin, CJD"	""	"we're about to complete the transition to democracy; I will complete the econ/pol transformation; my forward-looking ideas won elsewhere, will win here; Aylwin lies about what he represents; his allies support violence, he has secret economic program; he's lying and owes an apology; I support unity but not with terrorists or behind public's back; I listen to the people and understand their problems; we improved economy, now we'll fix social problems and do political reform; I will generate participation in my future government; new ideas in educ, health, housing; create jobs, raise salaries; I'll deliver opportunity; my ideas are from the future and I believe in the future"
"Chile_1989_Errazuriz_01"	401	1989	"Errazuriz"	1	"11/20/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"kids defining \"\"president\"\"; Errazuriz talking about going to the second round; Errazuriz represents the majority; mothers' wishes for the future of their kids; \"\"abuelita\"\" clip; civilians' support for Errazuriz; undecided voter clip; en tus manos jingle; "
"Chile_1989_Errazuriz_02"	401	1989	"Errazuriz"	1	"11/21/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"kids defining \"\"president\"\"; Errazuriz as a sincere candidate; no more discrimination of women; no to abortion; work together with his wife; mothers' wishes for the future of their kids; \"\"abuelita\"\" clip; civilians' support for Errazuriz;  undecided voter clip; somos dos jingle;  "
"Chile_1989_Errazuriz_03"	401	1989	"Errazuriz"	1	"11/22/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"kids defining \"\"president\"\"; Errazuriz inviting people to talk about politics; Errazuruz is the center and independent; there are two voting rounds; mothers' wishes for future of their kids; No mas bla bla; \"\"abuelita\"\" clip; civilians' support for Errazuriz; undecided voter clip; somos dos jingle "
"Chile_1989_Errazuriz_04"	402	1989	"Errazuriz"	1	"11/23/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"kids defining \"\"president\"\"; Errazuriz talks about the health system; international debt; free health; civilians undecided about their vote; undecided voter clip; somos dos jingle "
"Chile_1989_Errazuriz_05"	400	1989	"Errazuriz"	1	"11/24/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"old couple clip; Errazuriz talks about the UF; inflation; exchange rate; dollars; Trabajo digno (respectable jobs); civilians undecided about their vote; undecided voter clip; somos dos jingle"
"Chile_1989_Errazuriz_06"	400	1989	"Errazuriz"	1	"11/25/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"old couple clip; No mas bla bla clip; civilians' support for Errazuriz; Errazuriz talking about going to the second round; civilians undecided about their vote; Errazuriz is the center and independent;  mothers' wishes for future of their kids; civilians share their candidates' preferences; Errazuriz on free health; undecided voter clip; somos dos jingle"
"Chile_1989_Errazuriz_07"	402	1989	"Errazuriz"	1	"11/26/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"old couple clip; Errazuriz's family and childhood pictures; Universidad Cat�lica de Chile; wife's pictures; kids' pictures; wife's voice; poem; somos dos jingle"
"Chile_1989_Errazuriz_08"	401	1989	"Errazuriz"	1	"11/27/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"old couple clip; Errazuriz's family and childhood pictures; Universidad Cat�lica de Chile; wife's pictures; kids' pictures; wife's voice; poem; somos dos jingle"
"Chile_1989_Errazuriz_09"	403	1989	"Errazuriz"	1	"11/28/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"somos dos jingle; Errazuriz end of censorship; more open dialogue; Aylwin does not appear in his tv campaign space; two faces of the same coin clip; no mas bla bla clip; civilians' support for Errazuriz; undecided voter clip; Errazuriz, la oportunidad jingle"
"Chile_1989_Errazuriz_10"	402	1989	"Errazuriz"	1	"11/29/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"Somos dos jingle; intimacy of my campaign; Aylwinists vs Buchists; pro-Chile; Invitation to vote for Chile, for Errazuriz; two faces of the same coin clip; no mas bla bla clip; civilians' support for Errazuris; undecided voter clip; Errazuris, la oportunidad jingle"
"Chile_1989_Errazuriz_11"	402	1989	"Errazuriz"	1	"11/30/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"Somos dos jingle; banks; UF; savings safe under his government; wages are too low now; marque el dos jingle; no mas bla bla clip; civilians' support for Errazuris; undecided voter clip; Errazuriz, la oportunidad jingle"
"Chile_1989_Errazuriz_12"	403	1989	"Errazuriz"	1	"12/1/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"Somos dos jingle; Errazuriz on debt crisis and its effects for all; Errazuriz on international debt crisis; Errazuriz central bank; Errazuriz on better future for the Chilean middle class; Marque el dos jingle; civilians' support for Errazuriz; Errazuriz, la oportunidad jingle "
"Chile_1989_Errazuriz_13"	397	1989	"Errazuriz"	1	"12/6/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"Errazuriz, la oportunidad jingle; Errazuriz on surveys; \"\"Ma�ana ser� otro d�a\"\" clip; results of the surveys; \"\"Abuelita\"\" clip; No mas bla bla clip; civilians' support for the center; undecided voter clip; Errazuriz, la oportunidad jingle; "
"Chile_1989_Errazuriz_14"	403	1989	"Errazuriz"	1	"12/7/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"Errazuriz, la oportunidad jingle; Errazuriz on the past governments and the two other candidates; \"\"Ma�ana ser� otro d�a\"\"; survey results; \"\"Abuelita\"\" clip; Trabajo Digno respectable jobs; civilians' support for Errazuriz; undecided voter clip; No mas bla bla clip; Errazuriz, la oportunidad jingle"
"Chile_1989_Errazuriz_15"	401	1989	"Errazuriz"	1	"12/11/1989"	""	""	""	""	""	""	""	""	""	""	""	"CJD"	""	"Errazuriz, la oportunidad jingle; Errazuriz's speech on last day of campaign; celebration of democracy and right to elections; no dialogue between the left and right; the center as a new option; Center as the only option for Chile's progress; call for optimism; vote for Errazuriz; Errazuriz, la oportunidad jingle"
"Chile_1993_Alessandri_01"	203	1993	"Alessandri"	1	"11/11/1993"	""	"11/14/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"Alessandri and his biography, with family pictures; jingle \"\"Chile quiere m�s\"\"; Alessandri's words about his love for Chile, and with your support he will rebuild the country that everybody loves "
"Chile_1993_Alessandri_02"	203	1993	"Alessandri"	1	"11/12/1993"	""	"11/13/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"jingle \"\"Chile quiere m�s\"\"; words by Alessandri: why he wants to be president; women's voting choice; 5 reasons why to vote for Alessandri; image of women and a quote by Alessandri \"\"women are not just the largest portion of our population, but the most important one\"\""
"Chile_1993_Alessandri_03"	204	1993	"Alessandri"	1	"11/15/1993"	""	"11/16/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"story of a teacher in Villa Francia, and his difficult economi situation; Alessandri's testimony on the poor education system and his promise to improve it: jingle \"\"Chile quiere m�s\"\"; hand \"\"vote por el 5\"\"; 2 women still not sure who they will vote for; teachers raising their hands with a high five"
"Chile_1993_Alessandri_04"	205	1993	"Alessandri"	1	"11/17/1993"	""	"11/18/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"Video on the dangers, and the delinquency in the city; Alessandri talking about security in his government; No more violence, vote 5; people's support for Alessandri; jingle \"\"Chile quiere m�s\"\""
"Chile_1993_Alessandri_05"	203	1993	"Alessandri"	1	"11/19/1993"	""	"11/20/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"images of a hospital and lack of doctors, medications, beds, etc; story of la se�ora Gloria, a worker at Hospital de Dios; Alessandri's view on health and its importance, and his promise to improve healthcare; vote 5; people's support for Alessandri; image of woman delivering baby; image of family with newborn and mother doing a high five"
"Chile_1993_Alessandri_06"	204	1993	"Alessandri"	1	"11/21/1993"	""	""	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"images of a camp, and poverty; testimonies by people living in this camp waiting for housing project; Alessandri's view on the problems in the current government; testimony of a man saying he will vote for Alessandri bc the Alegr�a no lleg� with the social democrats; vote 5; image of woman deilvering baby; image of family with newborn and mother doing a high five"
"Chile_1993_Alessandri_07"	204	1993	"Alessandri"	1	"11/23/1993"	""	"11/24/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"Man on a horse on the streets; people from the countryside have to come to Santiago to fix issues; samll town forgoten by burocracy, rough life of people living in the countryside and the lack of basic services; Alessandri's promise to give more power to each region for them to administer themselves; people complaining on corruption with the image of someone sweeping under a rugh; brief wistle of the tune \"\"la alegr�a ya viene\"\"; jingle \"\"Chile quiere m�s\"\"; "
"Chile_1993_Alessandri_08"	204	1993	"Alessandri"	1	"11/25/1993"	""	"11/26/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"Alessandri and his biography, with family pictures, mentions his grandfather a former president of Chile; Alessandri's testimony on progress for all and his gvt's strategy; 5 reasons to vote 5; people's support for Alessandri; jingle \"\"Chile quiere m�s\"\""
"Chile_1993_Alessandri_09"	204	1993	"Alessandri"	1	"11/27/1993"	""	"11/28/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"Alessandri talking about Frei and why it's not the same voting for him, because he is a Christian democrat and not independent; 5 reasons to vote 5; people complaining on corruption with the image of someone sweeping under a rugh; brief wistle of the tune \"\"la alegr�a ya viene\"\"; words by Alessandri about what we wants for this counry \"\"Mi patria\"\", with images of him, juxtaposed with other people of different ages and backgrounds "
"Chile_1993_Alessandri_10"	204	1993	"Alessandri"	1	"11/29/1993"	""	"11/30/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"Story of a rural school and a teacher's struggle to support her kids; Alessandri's address to the youth and poor quality of education; vote 5; people's support for Alessandri; jingle \"\"Chile quiere m�s\"\" "
"Chile_1993_Alessandri_11"	204	1993	"Alessandri"	1	"12/1/1993"	""	"12/2/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"image of woman delivering baby; image of family with newborn and mother doing a high five; words by Alessandri about what we wants for this counry \"\"Mi patria\"\", with images of him, juxtaposed with other people of different ages and backgrounds; jingle \"\"Siempre habr� un Alessandri\"\""
"Chile_1993_Alessandri_12"	204	1993	"Alessandri"	1	"12/3/1993"	""	"12/4/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"words by Alessandri about what we wants for this counry \"\"Mi patria\"\", with images of him, juxtaposed with other people of different ages and backgrounds; Alessandri talking about Frei and why it's not the same voting for him, because he is a Christian democrat and not independent; jingle \"\"Siempre habr� un Alessandri\"\""
"Chile_1993_Alessandri_13"	204	1993	"Alessandri"	1	"12/5/1993"	""	"12/6/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"words by Alessandri about what we wants for this counry \"\"Mi patria\"\", with images of him, juxtaposed with other people of different ages and backgrounds; Alessandri saying that voting for him means winning; words by Alessandri and what his government would look like; jingle \"\"Siempre habr� un Alessandri\"\""
"Chile_1993_Alessandri_14"	204	1993	"Alessandri"	1	"12/7/1993"	""	"12/8/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin"	""	"Alessandri saying that this Saturday will make a difference for Chile; words by Alessandri and what his government would look like; jingle \"\"Siempre habr� un Alessandri\"\""
"Chile_1993_Frei_01"	203	1993	"Frei"	1	"11/11/1993"	""	"11/12/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"girl singing \"\"tengo\"\"; Frei talking about \"\"concertaci�n\"\"; jingle \"\"la alegr�a ya viene\"\"; (CURRENT PRESIDENT'S WORDS); Frei's words on the construction of the future; jingle \"\"para los nuevos tiempos\"\""
"Chile_1993_Frei_02"	205	1993	"Frei"	1	"11/13/1993"	""	"11/14/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"images of water and nature; people's support for Frei; Frei's invitation to be part of his project; testimonies of people supporting Frei and what they want to see; Frei says that he cares about every single citizen; jingle \"\"para los nuevos tiempos\"\""
"Chile_1993_Frei_03"	203	1993	"Frei"	1	"11/15/1993"	""	"11/16/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"cartoon of man riding a dinosaur; Frei's support for youth's idealism; young people saying what they would do if they were presidents, background is a video game; Frei's commitment to youth because they are the future; more young people saying what they would like to see as presidents; Youth are the guardians of democratic societies; jingle \"\"Para los nuevos tiempos\"\" "
"Chile_1993_Frei_04"	204	1993	"Frei"	1	"11/17/1993"	""	"11/18/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"images of workers and big factories; Frei's story of his life working outside of Santiago, better image of what progress means; need to decentralize government "
"Chile_1993_Frei_05"	203	1993	"Frei"	1	"11/19/1993"	""	"11/20/1993"	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"image of newborn; family's testimony on their access to housing; Frei and housing projects, improve quality of life; not just building houses, but better services, roads, parks; images of kids and families"
"Chile_1993_Frei_06"	196	1993	"Frei"	1	"11/21/1993"	""	""	""	""	""	""	""	""	""	""	""	"CNTV, Frei, Marin, Bustos"	""	"images of families holding boards with Frei's name; Frei on international relations and commercial relations; Modernization and efficiency; images of Frei and his family at the beach, Frei looking forward; jingle \"\"Para los buenos tiempos\"\"; cartoon of bird repeating \"\"no puede\"\", but man stands up and defeats it"
