file	duration	year	candidate	round	source	content
"Peru_2011_Keiko_06"	43	2011	"Keiko"	1	"YouTube"	"Keiko understands the people; a country of opportunities; We know each other"
"Peru_2011_Keiko_07"	39	2011	"Keiko"	1	"YouTube"	"Chorreo (trickle down) has failed); Various social challenges for campesinos; I'll do something about it"
"Peru_2011_Keiko_08"	63	2011	"Keiko"	1	"YouTube"	"This Sunday we show the world we're ready to win; I know the people; let's do it together"
"Peru_2011_Keiko_09"	38	2011	"Keiko"	2	"YouTube"	"high prices in the markets; means tested food subsidy, bono alimentaci�n"
"Peru_2011_Keiko_10"	34	2011	"Keiko"	2	"YouTube"	"importance of security; calle segura crime fighting program; We'll beat crime"
"Peru_2011_Keiko_11"	25	2011	"Keiko"	2	"YouTube"	"problem of child malnutrition; I will end child malnutrition with combo escolar"
"Peru_2011_Keiko_12"	29	2011	"Keiko"	2	"YouTube"	"We mothers think about our children; Specific policies for women; I'm a mother too"
"Peru_2011_Keiko_13"	29	2011	"Keiko"	2	"YouTube"	"This election is about investment, jobs, etc.; I'll bring investment and jobs"
"Peru_2011_Keiko_14"	30	2011	"Keiko"	2	"YouTube"	"scholarships for technical training, guaranteed job"
"Peru_2011_Keiko_15"	35	2011	"Keiko"	2	"YouTube"	"labor rights are not respected; create gov agency to protect specific labor rights"
