file	duration	year	candidate	round	date1	time1	date2	time2	date3	time3	source	notes	content
"Brazil_2002_Serra_31"	597	2002	"Serra"	2	"10/19/2002"	"n"	""	""	""	""	"Doxa"	""	"Serra on the world crisis and unemployment; Lula didn't go to debate; PT problems at Rio do Sul (poor management); Rio do Sul's people and their testimonies; examples of PT problems at Rio do Sul; a family's testimony on their land's invasion; no investment in the areas of education and health;"
"Brazil_2002_Serra_32"	68	2002	"Serra"	2	"10/20/2002"	"n"	""	""	""	""	"Doxa"	"File split, this is part 1."	"Lula is lying, this new talk is false; this election's too important to vote for Lula because he's nice; Serra vs. Lula qualifications"
"Brazil_2002_Serra_33"	532	2002	"Serra"	2	"10/20/2002"	"n"	""	""	""	""	"Doxa"	"File split, this is part 2."	"Serra vs. Lula qualifications; the election is coming up; my qualifications; I won't change existing social policies that work; I'll create jobs; raise min wage; security policies; I will not change current inflation, fiscal, investment policies; my proposals are clear; Lula has not been forthcoming; tells people he'll change economic policy, tells business he won't; contradictory discourse about fiscal policy; says he'll control inflation, but has proposals that would increase it; he allies with the anti-change politicians; Lula's future government will either be a swindle or a failure; Lula's been avoiding debates; this is an important election; generic statement of values; specific econ proposals; govt. will respect civil liberties; equality of opportunity--quotas, regional development; international policy goals; municipalist government"
"Brazil_2002_Serra_34"	630	2002	"Serra"	2	"10/21/2002"	"n"	""	""	""	""	"Doxa"	""	"jingle \"\"muda meu pa�s\"\"; Serra's biography; A�cio Neves' support to Serra; magazines show Serra as the most prepared candidate to move Brazil forward; Serra's plan for his government; improvement of social programs; jingle \"\"quero-quero\"\"; list of politicians who are supporting Serra;"
"Brazil_2002_Serra_35"	600	2002	"Serra"	2	"10/22/2002"	"n"	""	""	""	""	"Doxa"	""	"report on campaign events; he's going to talk about ag; Serra on current ag situation; barriers to entering US orange market; to solve this problem have to know how to negotiate; he beat the tobacco and drug companies; so he's qualified to do the same with ag; importance of family farms; strengths, limitations of government's small farm program; government will guarantee loans for small farmers; importance of milk production; policies to stimulate milk production; issue of irrigated agriculture; we will expand irrigated ag; we will improve infrastructure for transporting produce; planned infrastructure projects; specific ag proposals; Serra's qualified to improve ag; Verde e amarela jingle; Lula hiding his old allies MST and CUT"
"Brazil_2002_Serra_36"	55	2002	"Serra"	2	"10/23/2002"	"n"	""	""	""	""	"Doxa"	"File split, this is part 1."	"Estevam Galv�o's support to Serra; jungle \"\"muda meu pa�s\"\"; Serra at Pernambuco"
"Brazil_2002_Serra_37"	544	2002	"Serra"	2	"10/23/2002"	"n"	""	""	""	""	"Doxa"	"File split, this is part 2."	"Serra at Pernambuco; Frimino Filhos' testimony on Serra's work to improve the health system; health ministry's accomplishments all over Brazil; Serra's testimony; list of projects Serra was going to do, and did; Serra's work in the ministries of management and health; new proposals for municipalities; Serra started \"\"Avan�a Brasil\"\"; Tereza Juc�'s support; Jos� Arauj�'s support; jingle \"\"muda meu pa�s\"\""
"Brazil_2002_Serra_38"	601	2002	"Serra"	2	"10/24/2002"	"n"	""	""	""	""	"Doxa"	""	"polls favor Serra in Porto Alegre; Serra's policies benefited the whole country; Serra's health policies; people praising him for his policies; I did decentralizing tax reform; he did decentralizing tax reform; Saude da Familia; sanitation, water, sewage infrastructure; politicians: he's well qualified; as planning minister infrastructure in all of Brazil; specific health accomplishments; water and sanitation in poor areas; specific social proposals for cities; I did a lot of infrastructure projects; small infrastructure projects also important; working with mayors is important; mayor: various specific policy accomplishments; all the politicians who support Serra; list of social proposals with Quero Quero background jingle"
"Brazil_2002_Serra_39"	600	2002	"Serra"	2	"10/25/2002"	"n"	""	""	""	""	"Doxa"	""	"music and nature scenes; Lula had a weak performance in Globo debate; tonight there will be the second Globo debate; Serra's testimony of his work at health ministry;  list of proposals; family networking with friends and other fmaily members to convice them to vote for Serra, \"\"onda verde amarela\"\"; soccer/Brazil clip; music and nature scenes; Serra saying thank you"
"Brazil_2006_Alckmin_01"	622	2006	"Alckmin"	1	"8/15/2006"	"d"	""	""	""	""	"TV"	""	"programa \"\"Geraldo Presidente\"\"; people of Brazil in S�o Paulo; Geraldo Alckmin's biography and political life; lower taxes, more employment; people's support;"
"Brazil_2006_Alckmin_02"	622	2006	"Alckmin"	1	"8/15/2006"	"n"	"8/17/2006"	"d"	""	""	"TV"	""	"Geraldo--personal image; 20 years of public service; history growing up; elected vereador; infrastructure accomplishments as mayor; stimulated business investment; elected state, federal deputy; infrastructure projects as SP vice-gov, gov; he gave me a home; reelected SP governor, more obras; he created jobs; people in SP approve of his government; generic support; he's respected abroad; promotes exports, foreign investment; summary of qualifications; I believe in a better Brazil; I'm experienced; I'll invest in educ; as a doctor I know health; what we have to do in health; I introduced Consumer Defense Law; I'll fight crime; what Brazil needs for development; I will lower taxes; we need investment, obras; we need development for the people; Geraldo created Bom Prato restaurants; I went to Bom Prato every two months to check up on it; Bom Prato has good food; created Dose Certa; created Renda Cidada; story of woman, thanks for the support; I'll maintain, expand, improve Bolsa Familia; we need a national development project; the truth is in people's hearts"
"Brazil_2006_Alckmin_03"	580	2006	"Alckmin"	1	"8/17/2006"	"n"	"8/19/2006"	"d"	""	""	"TV"	""	"programa Geraldo Presidente; Geraldo Alckmin's biography and political life; people's support; program \"\"Dose Certa\"\"; Alckmin's testimony of his time as a governor; Bolsa Fam�lia; Dose Certa; center for seniors; less taxes and more investments; Alckmin around Brazil; jingle \"\"Geraldo Presidente\"\""
"Brazil_2006_Alckmin_04"	588	2006	"Alckmin"	1	"8/19/2006"	"n"	"8/22/2006"	"d"	""	""	"TV"	""	"Geraldo's humble origins; early public service; improvements in his city; investment, jobs; as SP gov, did public works; he did a lot in SP; lowered taxes on many products; baker: high taxes problematic; lowered business taxes; now with lower taxes I produce more; summary of qualifications; Brazil hasn't grown much; this is because the government doesn't promote investment; high taxes a problem; I lowered them as governor; I'll lower them as pres; we need to lower small biz tax; I did as governor; and will do so as pres; this government just fills potholes; Brazil needs a big national development project; infrastructure investments; build public housing, urbanize favelas; I will develop Brazil; Alckmin competent administrator; as governor he built a lot of things; he built public housing; built 19 new hospitals; SP metro; he has created jobs; he will create jobs; fewer taxes, more growth and development; campaign scenes, people support him; honest, good administrator; people support him"
"Brazil_2006_Alckmin_05"	595	2006	"Alckmin"	1	"8/22/2006"	"n"	"8/24/2006"	"d"	""	""	"TV"	""	"programa Geraldo Presidente; Alckmin's accomplishments during his life in politics; education; kids' testimonies; higher education; classes and trainings for educators; after school programs; UNICEF award; Alckmin's proposals for education; technical schools; FaTecs; students' stories and testimonies; Alckmin's testimony; Alckmin around Brazil; jingle \"\"Geraldo Presidente\"\""
"Brazil_2006_Alckmin_06"	593	2006	"Alckmin"	1	"8/24/2006"	"n"	"8/26/2006"	"d"	""	""	"TV"	""	"what he did for health as mayor, governor; build old age centers; drugs initiatives, vaccines; Geraldo as doctor; story of the birth he attended; Lula thinks health is perfect but he's clueless; I'll work hard for health as pres; Lula ignores sanitation problem; we'll fix it; national health exams; I did Dose Certa in SP; I'll expand it to rest of country, and build drug factories; government produces few drugs, and charges people; we need more humane treatment; past as a doctor; report--built hospitals, birthing center; I'll work hard to fix health; he does well for Brazil, he's competent; he's honest, transparent; he's with the people and they're with him; we're voting for him; today is free vaccination day, take your kids"
"Brazil_2006_Alckmin_07"	621	2006	"Alckmin"	1	"8/26/2006"	"n"	"8/29/2006"	"d"	"9/5/2006"	"d"	"TV"	""	"programa Geraldo Presidente; Alckmin's words on the problems with access to housing and criticism to present government; Alckmin's housing project in S�o Paulo; urbanization of favelas; Alckmin's testimony; $1 real lunch and testimonies; Alckmin's testimony; Alckmin's plan for projects; Alckmin's accomplishments as SP governor; Alckmin's words; people's support to Alckmin; states' support to Alckmin; jingle \"\"Geraldo Presidente\"\""
"Brazil_2006_Alckmin_08"	622	2006	"Alckmin"	1	"8/29/2006"	"n"	""	""	""	""	"TV"	""	"Brazil's main problem unemployment; taxes up; government's spending priorities wrong; Lula is high tax pres; I'll lower taxes; he spends poorly; I'll spend well; Alckmin built a lot of things; he lowered taxes on specific items; SP grew; specific education policies; Ariana's story; she tells her story; now she's in Acao Jovem created by Geraldo; thanks Alckmin for the help; current gov taxes, spends wrong; I'll invest in ed; unemployment among youth; generic policy criticism of Lula; my mythical national development plan; planned obras; public housing, urbanization of favelas; various public works as governor; he gave me a house; built 19 hospitals; sewage, metro; he's creating jobs; investment in educ; drugs, vaccines, Dose Certa; I'll be serious with your money; generic intended vote; he's competent; corruption a problem; generic support; problem of corruption; corruption in current government; impacts of Brazil's corruption rating; Lula is bad for Brazil"
"Brazil_2006_Alckmin_09"	612	2006	"Alckmin"	1	"8/31/2006"	"d"	""	""	""	""	"TV"	""	"programa Geraldo Presidente; Alckmin's testimony;"
"Brazil_2006_Alckmin_10"	612	2006	"Alckmin"	1	"8/31/2006"	"n"	"9/2/2006"	"d"	""	""	"TV"	""	"programa Geraldo Presidente; Alckmin comparing the present government to his proposals; public health, not perfect right now; Alckmin's work on public health in SP; Alckmin's testimony of Dose Certa; improve education; Alckmin's words on technical school; too many taxes under Lula; Alckmin's plan for projects; Alckmin's testimony on the importance of government investment; program \"\"Renda Cidad�o\"\"; people's testimonies and support; housing project; Alckmin's testimony; people's support; Brazilians' support; jingle \"\"Geraldo Presidente\"\""
"Brazil_2006_Alckmin_11"	613	2006	"Alckmin"	1	"9/2/2006"	"n"	""	""	""	""	"TV"	""	"problem of job loss in auto industry; Brazil's growth poor; excessive spending, and bad spending, under current gov; I'll lower taxes; as mayor he built schools, health centers, childcare centers; he built a sport center; Bom Prato; Renda Cidada; Geraldo helps us get on our feet; pres needs to worry about the neediest; I did Bom Prato; maintain, expand BF; brazil needs jobs, health, educ; Dose Certa; public housing, urbanizing favelas; stories of new homes; built schools, promoted educ, Acao Jovem; thanks Alckmin for the help; I'm inspired to be pres to give people opportunity; I want to be pres b/c of my works plan; public works as governor; built public housing; he's creating jobs; more SP obras; people approved of his administration; defends Brazil's interests abroad; promoted trade and investment; Brazil's moving forward; generic expressions of support; qualified, and that's what people want; his campaign goes to the people; he's a good guy; Lula promises, hasn't delivered; he's good (Lula's not); I'll be honest; criticism of Genoino, Delubio, etc."
"Brazil_2006_Alckmin_12"	613	2006	"Alckmin"	1	"9/5/2006"	"n"	"9/7/2006"	"d"	""	""	"TV"	""	"Lula's promise to improve economy in May 2013 and criticism; small Alckmin's bio; Alckmin on lower taxes and more investment; Alckmin's accomplishments and people's testimonies; Alckmin's support to Brazilians; Banco do Povo and testimonies of users; Alckmin's words on corruption; Alckmin's plan for projects; people's support; Alckmin's testimony; Alckmin's visits around Brazil and people's support; leading polls in SP; jingle \"\"Geraldo Presidente\"\""
"Brazil_2006_Alckmin_13"	613	2006	"Alckmin"	1	"9/7/2006"	"n"	"9/9/2006"	"d"	""	""	"TV"	""	"generic patriotism; what we need now; independence is various good economic things; not the high taxes Lula wants; independence is health; independence is no corruption; independence is fighting crime, drugs, defending borders; independence is educ; Alckmin's specific educ policies; Alckmin's SP educ policies could benefit all Brazil; my specific educ future policies; what Alckmin did for technical training; he'll do it for the whole country; independence means various things for youth; I'll be with you; song--I'll be with the children; this program's for the youth; campaign scenes"
"Brazil_2006_Alckmin_14"	613	2006	"Alckmin"	1	"9/9/2006"	"n"	""	""	""	""	"TV"	""	"programa Geraldo Presidente; newspaper article on the poor reality of road; Alckmin's words on BR-316 and testimonies; regions with road problems; Lula's campaing is lying about roads; Alckmin's promise to improve roads; Alckmin's accomplishments as governor of SP; Alckmin's plan for development; story of Petr�nio; story of Edinalva; story of Iara; story of Noemia; Alckmin's testimony; jingle \"\"eu quero Geraldo presidente\"\""
"Brazil_2006_Alckmin_15"	613	2006	"Alckmin"	1	"9/12/2006"	"d"	""	""	""	""	"TV"	""	"Lula's campaign in 2002; still problems with promises of lower taxes; low quality public health; low quality of roads and testimonies; Alckmin's testimony on BR-316 road; low quality of federal roads; testimonies of people saying Lula's campaign is lying; Alckmin will do what needs to be done; Alckmin's words on his plan to finish his projects; testimonies of people from S�o Paulo and support to Alckmin; jingle \"\"Quando conheci Geraldo\"\""
"Brazil_2006_Alckmin_16"	614	2006	"Alckmin"	1	"9/12/2006"	"n"	"9/14/2006"	"d"	""	""	"TV"	""	"health's a problem; Lula doing poorly in health; I'll do better; report: Alckmin's specific health accomplishments; gov not taking care of health; will build sanitation works, do health exams; did Dose Certa; I'll take it nationwide; gov today produces few drugs, charges people; Lula says health's perfect; I'll improve health; hospitals, health programs, birthing clinic, etc.; woman says thanks Geraldo; what health means; the country needs to develop; I'm a good administrator, know how to form a team; campaign scenes; Aecio Neves endorsement; generic statement--he's good; I'll end corruption; Lula's corrupt advisors; Lula can't build a team"
"Brazil_2006_Alckmin_17"	589	2006	"Alckmin"	1	"9/14/2006"	"n"	""	""	""	""	"TV"	""	"program Geraldo Presidente; Alckmin's plan to fight violence; Alckmin and his work and experience with public security in SP; Alckmin's testimony and criticism to present government; lack of border security; drugs smuggling through the borders; need for stronger borders; Alckmin's words on the need of stronger laws and criticism to Lula; Lula asked to Alckmin help with a narcotrafficking case; poor public security and low quality of jails,but no in SP; fight corruption"
"Brazil_2006_Alckmin_18"	603	2006	"Alckmin"	1	"9/16/2006"	"n"	""	""	""	""	"TV"	""	"men, machines, Alckmin delivers growth; he built a lot of things; built public housing; new hospitals; SP metro; he created jobs; this is who we need for growth, employment; my development plan means obras in all states; policies for SC; Alckmin will strengthen cities; infrastructure for Bahia; he is competent; infrastructure for Pernambuco; he is competent; health policies for NE, Rio; clean up Rio bay, assist with favelas program; Alckmin will do good things for us in Rio; improve roads in Minas; they are bad b/c gov abandoned them; more technical schools in Minas; he is competent; I'll fight organized crime (also build metro) in SP; Serra: he's competent; these programs create jobs, improve lives; Alckmin built houses for poor people; Bom Prato; Dose Certa; Frentes de Trabalho; Renda Cidada; Escola da Familia; I want to be pres to take care of people; campaign scenes; will have a competent gov; exposing and criticizing the dossier"
"Brazil_2006_Alckmin_19"	609	2006	"Alckmin"	1	"9/19/2006"	"d"	""	""	""	""	"TV"	""	"programa Geraldo Presidente; time for development; Alckmin's accomplishments as governor of SP; Alckmin's words on his plan of government; example of Santa Catarina and governor's support; example of Pernambuco; Jarbas Vasconcelos' support; women's health and public health; C�sar Maia's support; Minas Gerais governor's support; Jos� Serra's support; more employment and better quality of life; story of Maria; people's testimonies and support; programs developped in SP by Alckmin; Brazil's support to Alckmin; jingle \"\"Geraldo Presidente\"\"; Lula's campaign scandal"
"Brazil_2006_Alckmin_20"	609	2006	"Alckmin"	1	"9/19/2006"	"n"	"9/21/2006"	"d"	""	""	"TV"	""	"programa Geraldo Presidente; Alckmin's words on public security; Alckmin and his work and experience with public security in SP; Alckmin's testimony and criticism to present government; lack of border security; drugs smuggling through the borders; need for stronger borders; Alckmin's words on the need of stronger laws and criticism to Lula; Lula asked to Alckmin help with a narcotrafficking case; poor public security and low quality of jails, but not in S�o Paulo; fight corruption; Lula's campaign scandal; Alckmin's criticism; jingle \"\"Geraldo Presidente\"\""
"Brazil_2006_Alckmin_21"	609	2006	"Alckmin"	1	"9/21/2006"	"n"	""	""	""	""	"TV"	""	"exposing and criticizing the dossier; exposing and criticizing the dossier; the amount of money; Lula says he didn't know but that's doubtful; the ties between Lula and advisors; reminding people of prior scandals; Lula's advisors involved in scandals; now Freud Godoy denies knowledge; people saying the same thing; ridiculous saying Lula doesn�t know; corruption is an endemic problem; I'll fix it; vereador at 19, prefeito at 23; policies as mayor, deputado; public works in SP; 19 hospitals, drugs and vaccines factories; excellent governor; he has support from major politicians; support Alckmin b/c he's competent; we support him b/c he's honest; Itamar supports Alckmin; Tasso claims to support him; he's competent; launching of govt. program; we're going to win; I believe in a better Brasil"
"Brazil_2006_Alckmin_22"	578	2006	"Alckmin"	1	"9/23/2006"	"n"	""	""	""	""	"TV"	""	"Lula's campaign scandal \"\"Falso Dossie\"\"; newspapers and people's comments on the scandal; images of other scandals of Lula campaign; peoples' support to Alckmin; list of Alckmin's accomplishments; Alckmin's words on his government proposal for development; Alckmin's specific projects in different regions; governor of Minas Gerais' support; C�sar Maia's suport;  Paulo Soto's support; Beto Richa's support; Jos� Serra's support; people's support around Brazil; Alckmin's words on elections; jingle \"\"Geraldo Presidente\"\""
"Brazil_2006_Alckmin_23"	610	2006	"Alckmin"	1	"9/26/2006"	"n"	""	""	""	""	"TV"	""	"questions remaining about dossier; report on dossier; vampiros indictments; Alckmin and his family; prefeito, med student; policies as mayor, deputado; as SP gov, extend Metro; 19 new hospitals; infrastructure as SP gov; Geraldo provides jobs; various policy accomplishments as reelected mayor; we like Alckmin, he did a lot; respected abroad; promotes foreign investment in Brazil; qualifications summary; he's honest, we can trust him; generic discussion of qualifications; expand BF; water, sewage, lighting in places that need it; Dose Certa; Dose Certa in all Brazil, plus other health policy; anti-crime initiatives; Lula--high taxes; I'll lower taxes on specific items; lowered taxes as governor; Brazilians need jobs; my gov will take care of people; campaign scenes, state support; Alckmin's number 45; I'll end corruption, make Brazil grow; vote for me Sunday"
"Brazil_2006_Alckmin_24"	613	2006	"Alckmin"	1	"9/28/2006"	"n"	""	""	""	""	"TV"	""	"\"\"Falso Dossi�\"\" scandal clip; list of Alckmin's accomplishments and people's support; Alckmin thanking people for the support and plan of government; stroy of Petr�nio; $1 real lunch; story of Ariana; Alckmin asking for votes to take care of the people; Brazil's support to Alckmin, includding politicians around the country"
"Brazil_2006_Alckmin_25"	601	2006	"Alckmin"	2	"10/12/2006"	"d"	"10/12/2006"	"n"	""	""	"TV"	""	"results of first round; Alckmin has best proposals; I'll improve health; I'll deal with crime; jobs; Lula, where did the money come from?; Lula is ignorant of health problems; I'll sell presidential plane and build hospitals; hope for better future; Alckmin won debate; reporting on campaign; optimism speech; Brazil, country of the future; scandals, high taxes hurt us; now's the time for jobs; time for education; time to improve health; time to fight crime; we need national development plan; Alckmin will do things as part of national development plan; issue of unenforced borders; he knows people's problems; problem of abandoned roads; problems of textile industry; Alckmin visited hospitals as governor; he created jobs; lowered taxes; specific accomplishments, mostly infrastructure; 19 new hospitals; qualified; Lula didn't make country grow; Alckmin is change; he's the right person for the country; my national development plan; generic government critique; I want to expand, improve BF; various policy goals; a better future for Brazil; homage to children, our future"
"Brazil_2006_Alckmin_26"	600	2006	"Alckmin"	2	"10/13/2006"	"d"	""	""	""	""	"TV"	""	"Alckmin's words on health; Alckmin is a doctor and his hospitlas are among the best in the country; center for seniors; Brazilian laboratories; Dose Certa; Alckmin's testimony on Dose Certa and how to apply it to the rest of the country; public hospitals and testimonies of patients; Alckmin's testimony on public health; jingle \"\"agora � Geraldo Presidente\"\"; people's support; Brazilian politicians' support; Alckmin's words; jingle \"\"agora � Geraldo presidente\"\"; clip on Lula scandal"
"Brazil_2006_Alckmin_27"	600	2006	"Alckmin"	2	"10/13/2006"	"n"	""	""	""	""	"TV"	""	"programa Geraldo Presidente; Alckmin's words on health; Alckmin is a doctor and his hospitlas are among the best in the country; center for seniors; Brazilian laboratories; Dose Certa; Alckmin's testimony on Dose Certa and how to apply it to the rest of the country; public hospitals and testimonies of patients; Alckmin's testimony on public health; people's support; Brazilian politicians' support; Alckmin's words; jingle \"\"agora � Geraldo presidente\"\"; clip on Lula scandal"
"Brazil_2006_Alckmin_28"	600	2006	"Alckmin"	2	"10/14/2006"	"d"	""	""	""	""	"TV"	""	"woman and her vote changing to Alckmin; Alckmin's words on health; Alckmin is a doctor and his hospitlas are among the best in the country; center for seniors; Brazilian laboratories; Dose Certa; Alckmin's testimony on Dose Certa and how to apply it to the rest of the country; public hospitals and testimonies of patients; Alckmin's testimony on public health; people's support; Brazilian politicians' support; Alckmin's words; jingle \"\"agora � Geraldo presidente\"\""
"Brazil_2006_Alckmin_29"	601	2006	"Alckmin"	2	"10/14/2006"	"n"	""	""	""	""	"TV"	""	"troco errado pelo certo; I vote Geraldo; leader with experience; public housing; road, metro; hospitals; jobs; new prisons; he's the right guy; issue of education; Lula gov has ignored educ; educ important to me; other countries advanced b/c educ; I did this in the past, will do as pres; report on Alckmin's past educ accomplishments; this gov is bad example for youth; issue of education; I'll hire more teachers; current state of schooling; I want to guarantee 5 hrs/day of school; all teachers with university degrees; teacher training as governor; raise teacher salaries, escola da familia; report on escola da familia; I'm committed to educ"
"Brazil_2006_Alckmin_30"	600	2006	"Alckmin"	2	"10/15/2006"	"d"	""	""	""	""	"TV"	""	"jingle \"\"agora � Geraldo presidente\"\"; Alckmin's accomplishments as governor of SP; Alckmin's comments on Lula's scandals and the importance of education; Alckmin's work on education in SP; training to educators; FaTecs; Alckmin's plan to improve education in the whole country; program \"\"Escola da Fam�lia\"\" and testimonies; Alckmin's words on the work of teachers; jingle \"\"agora � Geraldo presidente\"\"; one month of Lula's campaign scandal"
"Brazil_2006_Alckmin_31"	600	2006	"Alckmin"	2	"10/15/2006"	"n"	""	""	""	""	"TV"	""	"Alckmin's approval as governor; he'll do things for rest of country; public works as president; road improvements in Ceara; plans for Rio; textile industry problems due to govt; problems of favelas; we'll urbanize them; he's the best pres for Brazil; I'll continue, expand BF; we need jobs; can do this through housing; Alckmin's housing program; he gave us jobs; report on housing program; thanks Geraldo; I built houses for the poor; I'll tell Caixa to prioritize financing for the poor; favela urbanization, and upgrading mud houses in rural areas; I'll do it by cutting unnecessary spending; report on SP housing lottery; we can build a better Brazil; Lula insists he knows nothing about money for dossier; man on street: how can he know nothing?"
"Brazil_2006_Alckmin_32"	600	2006	"Alckmin"	2	"10/16/2006"	"d"	""	""	""	""	"TV"	""	"31 days of Lula's campaign scandal; Alckmin's accomplishments as governor of SP; Alckmin's recommendations in different regions; Alckmin at Salvador; Alckmin will continue Bolsa Fam�lia and improve it, as well as create jobs; housing project and testimonies; favelas' urbanization and testimonies; Alckmin's testimony on housing project; housing project in the Nordeste and Alckmin's testimony; live raffle of houses; testimonies of people who received a house; Alckmin's testimony on why he wants to be president; jingle \"\"agora � Geraldo presidente\"\""
"Brazil_2006_Alckmin_33"	599	2006	"Alckmin"	2	"10/17/2006"	"d"	""	""	""	""	"TV"	""	"jingle \"\"agora � Geraldo presidente\"\"; people's testimonies and support to Geraldo; Alckmin's accomplishments; Alckmin's recommendations in different regions; Alckmin's plan for the future of Brazil; taxes; Alckmin's testimony; better roads; housing project in SP; support to small businesses; $1 real lunch; Alckmin's words on education; investment in technical schools and testimonies; FaTecs; Alckmin's testimony; jingle \"\"agora � Geraldo presidente\"\"; Lula's campaign scandal"
"Brazil_2006_Alckmin_34"	600	2006	"Alckmin"	2	"10/17/2006"	"n"	""	""	""	""	"TV"	""	"jingle \"\"agora � Geraldo presidente\"\"; Alckmin comparing neighbors to Lula's Brazil; Alckmin's accomplishments as governor of SP and testimonies; social programs developped by Alckmin; Alckmin's testimony; Brazilians supporting Alckmin; politicians' support; Lula's campaign attacks Alckmin's family; Lula's campaign scandal and mensal�o; Lula's ministries involved in scandals; Brazilians' testimonies"
"Brazil_2006_Alckmin_35"	601	2006	"Alckmin"	2	"10/18/2006"	"n"	""	""	""	""	"TV"	""	"Lula says he knows nothing; man on street: how can he know nothing?; I have an optimistic future vision; I will look after women's health; importance of health to Geraldo; specific health programs, accomplishments; I'll bring Dose Certa to whole country; I'll do free health exams, benefitting women; women's health problems; I'll implement Mae Brasileira program; report on Mae Brasileira; I'll improve health; the famous 19 hospitals; Serra: he'll do multiroes da saude; obras for Brazil; pol endorsement--qualified; will build houses for the poor; Alckmin is Brazil's future; he'll build new roads; we support Alckmin b/c he'll develop Matto Grosso; Bom Prato in all Brazil; Geraldo will address exclusion; lowered taxes on a lot of products; he'll deliver growth and jobs; tripled FATECs, will spread them throughout Brazil; a new type of leadership; Brazil can do better"
"Brazil_2006_Alckmin_36"	600	2006	"Alckmin"	2	"10/19/2006"	"n"	""	""	""	""	"TV"	""	"jingle \"\"agora � Geraldo presidente\"\"; Alckmin's plan for the future; Alckmin's accomplisments as governor of SP; international recognition; social programs developped by Alckmin; Alckmin giving examples of government plan in different regions; A�cio Neves' support; Jarbas Vasconcelos' support; Teot�nio Vilela's support; Yeda Crusius' support; Brazilians supporting Alckmin; government plan; Alckmin's testimony on why he wants to be president; jingle \"\"agora � Geraldo presidente\"\""
"Brazil_2006_Alckmin_37"	600	2006	"Alckmin"	2	"10/20/2006"	"d"	""	""	""	""	"TV"	""	"jingle \"\"agora � Geraldo presidente\"\"; presidential debate summary: education, security, health, employment, economic growth; Alckmin's accomplishments as governor of SP; international recognition; social programs; Alckmin giving examples of government plan in different regions; A�cio Neves' support; Jarbas Vasconcelos' support; Teot�nio Vilela's support; Yeda Crusius' support; Brazilians supporting Alckmin; government plan; Alckmin's testimony on why he wants to be president"
"Brazil_2006_Alckmin_38"	601	2006	"Alckmin"	2	"10/20/2006"	"n"	"10/21/2006"	"d"	""	""	"TV"	""	"Alckmin won debate; jobs top priority; he has the best proposals; educ proposals; what he'll do for crime; current health problems; future health goals; good governance pledges; Alckmin has best job creation proposals; he thinks it's okay for Brazil to grow 2%; I'm worried about jobs; current tax situation; I'll cut taxes, increase spending; optimistic future message; I worked hard as a young man; current poor job situation; importance of growth; Alckmin won debate; he's qualified; programs create jobs; social programs help poor; courts investment abroad; he's the right guy; I'll go after jobs; we need to worry about the neediest; issue of housing; guy who got a new house; Dose Certa; Frentes de Trabalho; woman learned a trade through Renda Cidada; Ariane and Acao Jovem; thanks Geraldo; I want to be pres to create jobs; the Brazil of our dreams; he's a decent guy; public housing; Dose Certa; infrastructure; free universities; Bom Prato throughout the country; new hospitals; Alckmin's an engine; Geraldo will unify; politicians--he's qualified; he'll help ag and exports; things will be better with Alckmin; businessmen support him; he'll make a better Brazil; vote for Geraldo; generic statements of support; Brazil can be better"
"Brazil_2006_Alckmin_39"	600	2006	"Alckmin"	2	"10/21/2006"	"n"	""	""	""	""	"TV"	""	"jingle \"\"agora � Geraldo presidente\"\"; Alckmin's accomplishments as governor of SP; Alckmin's support in S�o Paulo; Alckmin giving examples of government plan in different regions; Alckmin's testimony on government plan; social housing; favelas' urbanization; people's testimonies; Alckmin's words on housing projects; live raffle of houses; testimonies of new houses owners; Alckmin's testimony on why he wants to be president; jingle \"\"agora � Geraldo presidente\"\"; Brazilian slow economic growth; Lula's campaign scandal"
"Brazil_2006_Alckmin_40"	599	2006	"Alckmin"	2	"10/22/2006"	"d"	""	""	""	""	"TV"	""	"jingle \"\"agora � Geraldo presidente\"\"; Alckmin's accomplishments as governor of SP; Alckmin's support in S�o Paulo; Alckmin giving examples of government plan in different regions; Alckmin's testimony on government plan; social housing; favelas' urbanization; people's testimonies; people's testimonies; Alckmin's words on housing projects; live raffle of houses; testimonies of new houses owners; Alckmin's testimony on why he wants to be president; jingle \"\"agora � Geraldo presidente\"\""
"Brazil_2006_Alckmin_41"	541	2006	"Alckmin"	2	"10/22/2006"	"n"	""	""	""	""	"TV"	""	"more dossier criticism; issue of health; I solved health probs as gov; specific health policies; I will stimulate generic drug production; Lula charging those who can't pay for drugs; multiroes de saude; Lula thinks health perfect; create specialist centers; use well what already exists; report on hospitals, birthing centers; health requires hard work and seriousness; vote for Geraldo; he's honest; he's qualified; people like him; build the Brazil of our dreams"
"Brazil_2006_Alckmin_42"	600	2006	"Alckmin"	2	"10/23/2006"	"d"	""	""	""	""	"TV"	""	"people's support to Geraldo; Alckmin's accomplishments as governor in SP; Alckmin's words on health; Alckmin's work in public health; Alckmin's testimony on Dose Certa and how to apply it to the rest of the country; public hospitals and testimonies of patients; jovem acolhedor; Casa de Maria; Alckmin's testimony on public health; people's support; Brazilian politicians' support; Alckmin's words; jingle \"\"agora � Geraldo presidente\"\"; Lula's campaign scandal"
