file	duration	year	candidate	round	date1	time1	date2	time2	date3	time3	source	notes	content
"Brazil_1989_Lula_49"	307	1989	"Lula"	1	"11/3/1989"	"n"	"11/4/1989"	"d"	""	""	"FPA"	""	"Rede Povo; destruction of a favela after landslide provoked by construction; Land owned by Malufi's family; images of official documents; Malufi trying to cover-up for tragedy; interview with lawyer investigating the tragedy, Pedro Falabel; Lula asking for the truth and justice for the people affected; meeting in Parana; jingle \"\"Lula\"\""
"Brazil_1989_Lula_50"	304	1989	"Lula"	1	"11/4/1989"	"n"	"11/5/1989"	"d"	""	""	"FPA"	""	"Sarney is manufacturing the Silvio Santos candidacy; Mario Amato, other econ elite unfairly criticizing Lula; murder of PT activists in 1986 Leme campaign, by military police at the behest of usineiros; they will make more attmpts; the dominant class always made unfair attacks against me, the workers, progressive forces; the working class will take power against the interests of the empire; and now they try and mess with our honor; I will take away their privileges to give to the workers; so the invent all kinds of things against us; we are going to beat them"
"Brazil_1989_Lula_51"	307	1989	"Lula"	1	"11/5/1989"	"n"	"11/6/1989"	"d"	""	""	"FPA"	""	"Rede Povo; images of large groups of people supporting Lula; silence when Lula talks; loud singing; jinle \"\"Lula\"\"; Lula's visits arond Brazil and lessons learned; vote thinking on the Brazil you want for your kids; vote for Lula; raising money for the campaign; jingle \"\"Lula\"\""
"Brazil_1989_Lula_52"	309	1989	"Lula"	1	"11/6/1989"	"n"	"11/7/1989"	"d"	""	""	"FPA"	""	"Lula spoke about democracy and socialism at Sao Bernardo do Campo rally; we'll implement Brazilian socialism; socialism may not have been perfect, but capitalism in Brazil has been terrible; our dominant class is hypocritical; Joao Amazonas endorsement; PMDB diputado: support Lula, the unity of the left; Maluf's incompetent oil drilling projects in SP; Maluf police violence against striking workers in SP; woman: Maluf killed by worker husband; competence to destroy liberty and democracy"
"Brazil_1989_Lula_53"	311	1989	"Lula"	1	"11/7/1989"	"n"	"11/8/1989"	"d"	""	""	"FPA"	""	"Rede Povo; Lula at Campinas; report on small and medium companies; Bisol's testimony on he importance of small and medium companies; invitation to go vote; images of intellectuals and artists supporting Lula; jingle \"\"Lula\"\""
"Brazil_1989_Lula_54"	306	1989	"Lula"	1	"11/8/1989"	"n"	"11/9/1989"	"d"	""	""	"FPA"	""	"Sarney responsible for not completing Xingo hydroelectric station; foreman: the construction is delayed; this will have deleterious consequences for NE development; the dominant class keeps the people poor; NE problem is large landowners pushing small farmers off land; problem is coroneis exploiting poverty and drought to get rich; what we will do for NE development; we will solve hunger problem in NE"
"Brazil_1989_Lula_55"	311	1989	"Lula"	1	"11/9/1989"	"n"	"11/10/1989"	"d"	""	""	"FPA"	""	"Rede Povo; Lula on unfair wealth distribution, and the reality of worker's lives; vote for Lula; jingle \"\"Lula\"\"; raising money for the campaign; Lula's government program on sale at journal shops; images of intellectuals and artists supporting Lula; jingle \"\"Lula\"\""
"Brazil_1989_Lula_56"	305	1989	"Lula"	1	"11/10/1989"	"n"	"11/11/1989"	"d"	""	""	"FPA"	""	"denouncing false Lubeca corruption accusations against PT, by dominant class; Lula: they invent all kinds of things against us; we are going to beat them; report on NE rallies; Lula: rally a show of force; Salvador rally"
"Brazil_1989_Lula_57"	307	1989	"Lula"	1	"11/11/1989"	"n"	""	""	""	""	"FPA"	""	"Rede Povo; Intellectuals, politicians, artists' support; Lula presenting the list of names of supporters; team that will help Frente Popular; Lula saying you're the only one missing to make a change; vote for Lula; Paulo Betti's testimony; meeting in Sao Paulo; jingle \"\"Lula\"\""
"Brazil_1989_Lula_58"	309	1989	"Lula"	1	"11/12/1989"	"d"	""	""	""	""	"FPA"	""	"Rede Povo; images of meeting at Rio de Janeiro (more people than a full Maracan�); Lula saying Brazil can have a different future; more images of large groups of people screeming Lula's name; Lula will be in Sao Paulo"
"Brazil_1989_Lula_59"	307	1989	"Lula"	1	"11/12/1989"	"n"	""	""	""	""	"FPA"	""	"Rio rally; I know Brazil; it's possible for Brazil to be better; but our rulers have always looked after the interests of economic elite; people are poor because of the ruling elite; policy issues at stake in this election; this election is about choosing the future; rally scene; homage to militants and their hard work; rally scene; we have morals and dignity"
"Brazil_1989_Lula_60"	596	1989	"Lula"	2	"11/28/1989"	"n"	"11/29/1989"	"n"	""	""	"Doxa"	""	"Rede Povo; Lula thanking for all the support, and plan for the second round; it's people's choice: a Brazil owned by the same powerful, or the democratic Brazil; jingle \"\"Lula\"\"; victory of Frente Popular; Miguel Arraes' testimony; Mario Covas' testimony; meeting to evaluate plan for second round; Leonel Brizola's testimony; jingle \"\"Lula\"\""
"Brazil_1989_Lula_61"	533	1989	"Lula"	2	"11/30/1989"	"n"	""	""	""	""	"Doxa"	"Incomplete."	"Rede Povo; unfair wealth distribution; Lula on the unfari wealth distribution; jingle \"\"Lula\"\"; big welcoming of Lula at Braslia's airport; Lula's interview on external debt; jingle \"\"Lula\"\"; \"\"o jogo do esconde esconde\"\";"
"Brazil_1989_Lula_62"	101	1989	"Lula"	2	"12/1/1989"	"n"	""	""	""	""	"Doxa"	"Only first 1:40."	"Rede Povo; Lula's campaign in crisis because the lies of the opposition;"
"Brazil_1989_Lula_63"	551	1989	"Lula"	2	"12/2/1989"	"n"	""	""	""	""	"Doxa"	"Missing first 0:30."	"things going bad for workers b/c economic elite hijacks the state; Collor, are you going to break with the IMF?; will he do land reform?; will he benefit small farmers?; he was president of a business but workers didn't participate in running it; he lies about the future; to end inflation we will break with the IMF, end speculation and implement capital controls; can't just say you'll help the poor w/o saying where the money comes from; this campaign needs to be about proposals; terrible health in Alagoas under Collor; Lula elected union president in 1972; Collor had never worked by 1972 but got a business from his dad; 1975 Lula runs for union president; 1975 Collor was getting married to elite woman; Lula wins election; and Collor receives a mayorship as a wedding present; Lula struggled with the workers; while Collor hung out with millionaire friends; Lula will defend the poor; PSDB endorsement; this is an important election; Collor won't defend the poor; vote for me for a better future"
"Brazil_1989_Lula_64"	585	1989	"Lula"	2	"12/3/1989"	"n"	""	""	""	""	"Doxa"	"Missing last 0:15."	"I explained to European finance ministers our plan to suspend debt payments; we'll promote research, technology; the debt problem has to be dealt with government to government; we are going to form an economic block with other third world countries; we'll never submit to IMF or other countries; Lula visit to Minas; we're not going to pay foreign debt; visits Pimenta da Veiga who says it's a joy to receive Lula; we need change, only progressive forces can do it; Lula: this lunch is significant; in Alagoas Collor built a road to benefit a sugar mill owner; Alagoas union leader says same thing; Collor always worked to benefit economic elite; get involved in door to door; Collor's security roughing people up at Caxias do Sul rally; and his advertising lied about it; Collor's people printed up false flyers to attribute to PT"
"Brazil_1989_Lula_65"	599	1989	"Lula"	2	"12/4/1989"	"n"	""	""	""	""	"Doxa"	""	"terrible situation for small farmers in Parana; farmer explains situation; Lula explains new farm loan policy to farmer; Lula explains land reform plans; details of land reform; he won't mess with productive land; size of landholdings on which they would do ag reform; Lula supports ag cooperatives; small farmers need to organize; Lula says how he will change things; we need pro-small farmer ag policy and also land reform; Collor violence at rallies, fake anti-Lula pamphlets; lawyer: this is standard practice for Collor; a rich industrialist paid for those pamphlets; he's not cacador de marajas, he's a maraja himself; what does Collor do with the employees of his communication business?; Collor's labor practices are terrible according to union boss; condemned by the court for unfair firing of employee; former employee and union leader condemn labor practices; he's be terrible for workers as president"
"Brazil_1989_Lula_66"	442	1989	"Lula"	2	"12/5/1989"	"n"	""	""	""	""	"Doxa"	"Missing middle."	"Rede Povo; Lula's winning of the presidencial debate; Lula on \"\"salario m�nimo\"\"; images of people supporting Lula; violent images of a protest, colloristas go violent; testimonies by witnesses"
"Brazil_1989_Lula_67"	453	1989	"Lula"	2	"12/6/1989"	"n"	""	""	""	""	"Doxa"	"Missing middle."	"Rede Povo; images of people supporting Lula; Lula's interview with the press; Collor's lies during the debate; Lula accusing him of liar; vote for Lula; Man with Lula's shirt; people's opinion of the debate and support for Lula; people singing the jingle \"\"Lula\"\";"
"Brazil_1989_Lula_68"	476	1989	"Lula"	2	"12/7/1989"	"n"	""	""	""	""	"Doxa"	"Missing middle."	"Rede Povo; Lula during the debate, with the constitution; iamges of people supporting Lula; Lula on the creation of the new constitution; people's opinions of the debate and support for Lula; Brazilian musicians singing jingle \"\"Lula\"\"; choir; raising money for the campaign; woman's support for Lula"
"Brazil_1989_Lula_69"	574	1989	"Lula"	2	"12/10/1989"	"n"	""	""	""	""	"Doxa"	"Incomplete."	"Collor identified with speculator; jailed speculator's business illegally provided campaign propaganda for Collor; Covas: PSDB supports Lula; we discussed need to create a more just society; Bisol defended human rights in the Constituente; I will work to create conditions to Brazilians to live with dignity; Lula: we did great in first round and will win in second; it depends on us so get out there and get involved; Recife rally; Lula commenting on the rally; many other parties now supporting Lula; Lula: I met with Covas this morning and he supports us; Lula: vote for me"
"Brazil_1989_Lula_70"	594	1989	"Lula"	2	"12/11/1989"	"n"	""	""	""	""	"Doxa"	""	"Collor hired a bunch of employees without their applying first; high infant mortality rate in Alagoas; percentage who live in favelas in Maceio; low literacy rate in Alagoas; most of roads he built benefit mill owners; images; this guy hates the people, think about that; Lula, rende muito mais; Lula: I understand importance of urban reform (mostly housing); we need good health, educ system; workers having to travel 3 hrs on bus to get to work; I will fix these problems because I experienced them personally; Rio rally; Paulo Betti: I don't want my parents' vote to be stolen; vote Lula"
"Brazil_1989_Lula_71"	596	1989	"Lula"	2	"12/12/1989"	"n"	""	""	""	""	"Doxa"	""	"business moguls (plus Janio Quadros) voting Collor; Collor returned taxes collected from sugar mills; as a result a hospital had to close and is in terrible shape; doctor explains the terrible conditions; trash on streets, public transit collapsing; public sector gets miserable wages, quits; funcionaria explains her poor salary; Collor ruined Alagoas, could ruin Brazil; Collor dying on the beach skit; Joao Amazonas: Frente Brasil Popular represents unity; SP rally; Collor changed his TV program and started saying we're the past and he's the future; Collor is nothing new; we are what is new; I had a key role in writing constitution; we'll make sure the constitution is followed; apparently criticizing Collor's campaign image; but he won't win because of our alliance; we've been fighting for democracy for 30 years"
"Brazil_1989_Lula_72"	589	1989	"Lula"	2	"12/13/1989"	"n"	""	""	""	""	"Doxa"	""	"Collor ex-advisor denounces the Collor campaign for paying Miriam Cordeiro for her testimonial; Lula with daughter, response to Collor; rallies in Salvador, Alagoas; Lula has experience as a negotiator; he represents unity; more rallies; Brizola: former union leaders have been spectacular prime ministers in Australia; no reason a union leader can't be president here; rally scenes; voting is so important, a right we have won; look at the alliances of both sides; my alliances; his alliances; they fought against democracy; inflation is bad for workers; we're going to fight inflation by taking from the super rich and redistributing; only we can build a new patria based on liberty"
"Brazil_1989_Lula_73"	696	1989	"Lula"	2	"12/14/1989"	"n"	""	""	""	""	"Doxa"	""	"Rede Povo; Collor's interview with Ferriera Netto and his lies; cartoon \"\"Direito de ser Feliz\"\"; Lula thanking for all the support; Odil�n Wagner's support to Lula and tips on how to vote; Lula's support in Rio de Janeiro; Mario Covas' speech; Lula addressing the crowd in Rio; \"\"Ole ole Lula\"\" jingle; Rede Povo thanking the audience; Lula talking about Collor;"
"Brazil_1989_Lula_74"	41	1989	"Lula"	1	""	""	""	""	""	""	"FPA"	"Uknown date; may not have been broadcast."	"Lula saying there are people with political conscience; Lula's gather at Pra�a da S�"
"Brazil_1989_Lula_75"	304	1989	"Lula"	1	""	""	""	""	""	""	"FPA"	"Uknown date; may not have been broadcast."	"Rede Povo; lifestyle of dona Matilde; Dona Matilde's testimony; female workers and unfair treatment; women's testimonies; Lula's promise on women rights; jingle \"\"Lula\"\"; \"\"Quem fala mais alto\"\" clip; money raised for the campaign"
"Brazil_1994_Cardoso_01"	468	1994	"Cardoso"	1	"8/3/1994"	"n"	""	""	""	""	"Doxa"	""	"hand symbolizes FHC's policy goals; first problem to solve is inflation; I implemented a policy that is controlling inflation; we need unity; common people know plan works; we need unity, not anger; we need to take next step but will encounter obstacles; people are what matter; FHC's qualifications; he negotiated foreign debt as foreign minister; as finance minister stabilized country with Plano Real; unemployment a problem; I propose development, progress to benefit the people; I'll improve teacher salaries, not just build schools; people are important; health, educ, ag ministers will be most important in my gov; I will put people first; FHC has a serious government plan; the hand symbolizes my goals; it is my word of honor"
"Brazil_1994_Cardoso_02"	462	1994	"Cardoso"	1	"8/5/1994"	"n"	""	""	""	""	"Doxa"	""	"Clip with hand; price of bread; Cardoso's words on inflation and the real; jingle \"\"levanta a m�o\"\"; national health day; Cardoso and his plan for public health; jingle \"\"sa�de\"\"; jingle \"\"levanta a m�o\"\";"
"Brazil_1994_Cardoso_03"	469	1994	"Cardoso"	1	"8/7/1994"	"n"	""	""	""	""	"Doxa"	""	"Brazil is a great country; hand symbolizes FHC's policy goals; price of bread hasn't changed; lack of inflation lets us dream; poverty is a problem; the economy is important for people's welfare, not just govt. handouts; we're putting people first, helping them fulfill dreams; job pages will be full under FHC; FHC's qualifications; he negotiated foreign debt as foreign minister; as finance minister stabilized country with Plano Real; FHC gave value to a coin, imagine what he can do for you; in the following week FHC talks about proposals; seriousness of unemployment problem; FHC will solve it; the hand symbolizes my goals; it is my word of honor"
"Brazil_1994_Cardoso_04"	427	1994	"Cardoso"	1	"8/8/1994"	"n"	""	""	""	""	"Doxa"	""	"Problems and solutions in Brazil; clip with hand; song by kids about Cardoso; bad education system; jingle about problems and solutions in Brazil; Cardoso addressing the education system in Brazil, access and quality; program for better education; Brazil is a big country"
"Brazil_1994_Cardoso_05"	469	1994	"Cardoso"	1	"8/10/1994"	"n"	""	""	""	""	"Doxa"	""	"presidente do tamanho do Brasil; the hand; he gave value to a coin, imagine what he'll do for you; problem of unemployment; we already started to solve unemployment by stabilizing economy; infrastructure investment will create jobs; we can create jobs in ag; I'll create jobs; seriousness of unemployment problem; FHC will solve it; specific job creation plans; for whoever wants more jobs, FHC pres; specific job creation plans; 3 carteiras (jobs, income, school); bio jingle; progress is jobs, food; people will now be first"
"Brazil_1994_Cardoso_06"	466	1994	"Cardoso"	1	"8/12/1994"	"n"	""	""	""	""	"Doxa"	""	"list of things the next president should do; Cardoso and his trips around Brazil; the Brazilian worker; minimum salary; Cardoso on Brazilian salaries; things you can buy with 50 cents; program to improve salaries; Fernando Henrique's characteristics"
"Brazil_1994_Cardoso_07"	460	1994	"Cardoso"	1	"8/14/1994"	"n"	""	""	""	""	"Doxa"	""	"FHC, future for your children; support for FHC growing; he has a clear gov program; he has shown preparation; praise for Itamar's economic team and the Real; in first 2 weeks FHC spoke about social priority of gov; progress is children in school, food on the table, etc.; health plans; education plans; specific plans for job creation and salaries; the sorts of proposals makes his candidacy grow; what 50 centavos now buys you; FHC spent a lifetime studying people's problems; FHC qualifications"
"Brazil_1994_Cardoso_08"	468	1994	"Cardoso"	1	"8/15/1994"	"n"	""	""	""	""	"Doxa"	""	"compentency, firmness, confidence are coming; agricultural production good, but hunger persists; ag will be a priority; land reform; we will enforce laws that protect rural workers; song about Real Plan; irrigation and the job benefits it provides; we will increase irrigated acreage; specific ag policies, incl. job creation; more specific ag policies (credit, interest rates, prices); report on ag progress, remaining challenges; specific proposals; scarecrow vignette; Real is the seed of a new Brazil"
"Brazil_1994_Cardoso_09"	473	1994	"Cardoso"	1	"8/17/1994"	"n"	""	""	""	""	"Doxa"	""	"the hand; issue of crime; without police training, support, no progress against crime; if necessary I'll direct police to law enforcement; anti-impunity program; what we need to do in terms of justice system reform; we need more and better prisons; we'll create national system for information sharing between security agencies; security is a priority; security proposals"
"Brazil_1994_Cardoso_10"	401	1994	"Cardoso"	1	"8/19/1994"	"n"	""	""	""	""	"Doxa"	"End of file contains start of 8/22/94 broadcast"	"Cardoso on Brazilian's bright future; hand clip; massacre of the Candelaria; Cardoso and policies for kids' rights; Cardoso's campaign around the country; letters of supporters; clip on woman voting for Cardoso; Cardoso (incomplete); jingle \"\"levanta a m�o\"\"; hand counting projects; Cardoso and inferiority complex, missing end"
"Brazil_1994_Cardoso_11"	165	1994	"Cardoso"	1	"8/21/1994"	"n"	""	""	""	""	"Doxa"	""	"Cardoso on what Brazil needs; Fernando Henrique the balanced candidate; Cardoso's campaing around Brazil; letters from supporters; clip on woman voting for Cardoso (dona Giomar?); Cardoso saying what the povo wants (incomplete); Cardoso and inferiority complec, missing end"
"Brazil_1994_Cardoso_12"	57	1994	"Cardoso"	1	"8/22/1994"	"n"	""	""	""	""	"Doxa"	""	"hand counting projects; tribute to J. Kubiusitchek;"
"Brazil_1994_Cardoso_13"	492	1994	"Cardoso"	1	"8/24/1994"	"n"	""	""	""	""	"Doxa"	"Contains only the end of this broacast, also the start of the 8/26/94 broadcast"	"Pedro Simon's support to Cardoso; hand listing all the regions supporting Cardoso; Cardoso and his projects; Cardoso talking; Fernando Henrique is the balance; jingle \"\"levanta a m�o\"\"; phone line; Cardoso's words on the election process; Cardoso and his projects; Cardoso's biography; Cardoso and Petrobras; jingle \"\"mas primero vem a gente\"\"; Cardoso's words on stability;"
"Brazil_1994_Cardoso_14"	490	1994	"Cardoso"	1	"8/26/1994"	"n"	""	""	""	""	"Doxa"	""	"Cardoso and changes; Cardoso and his projects; Porjects per region; jingle \"\"mas primero vem a gente\"\"; Cardoso's words on stability; the opposition and their program; Cardoso wants a winning Brazil; jingle \"\"levanta a m�o\"\";"
"Brazil_1994_Cardoso_15"	470	1994	"Cardoso"	1	"8/28/1994"	"n"	""	""	""	""	"Doxa"	""	"Lula's program presented no proposals, only attacked FHC; we need unity and optimism, not anger, divisiveness, and pessimism; problem of waste; FHC on problem of waste; I will crack down on this; 5 commitments; Real is the seed of a new Brazil; problem of hunger; various measures to combat hunger; feeding people is important; what 50 centavos now buys you"
"Brazil_1994_Cardoso_16"	472	1994	"Cardoso"	1	"8/29/1994"	"n"	""	""	""	""	"Doxa"	""	"this election about solutions vs. problems, being for something vs. against something; in last month, improvements in various economic indicators; positive situation regarding inflation; 3 carteiras (jobs, income, school); job creation proposals; small biz important; specific measures for small biz; support for tourism important; specific plans for supporting tourism, creating jobs; putting people first means worrying about jobs; job creation jingle; what 50 centavos now buys you"
"Brazil_1994_Cardoso_17"	492	1994	"Cardoso"	1	"8/31/1994"	"n"	""	""	""	""	"Doxa"	""	"with 1 Real you can bake a cake; FHC responds to questions about Real Plan; Real Plan's going well, govt in control; next month's inflation won't be more than 2%; the plan wasn't an electoral swindle; plan benefits the people; a lot of people were against the Real Plan; inflation will not return after elections; the plan after the election is to worry about social policy; price of bread hasn't changed; report on how well Real Plan is going FHC stabilized economy; we will need to protect the Real in the future; will be necessary to cut spending, collect more taxes; vote for candidates who have always supported Real Plan"
"Brazil_1994_Cardoso_18"	487	1994	"Cardoso"	1	"9/2/1994"	"n"	""	""	""	""	"Doxa"	""	"Cardoso is the balance; song about Cardoso's history; House projects and favelas' urbanization; House Projects' plan of government; Cardoso's priorities; Carodos' visits; allegory to explain economic's situation in Brazil; Women, heads of households understand the best economics; jingle \"\"levanta a m�o\"\""
"Brazil_1994_Cardoso_19"	489	1994	"Cardoso"	1	"9/4/1994"	"n"	""	""	""	""	"Doxa"	""	"we're winning because people like our ideas; I don't take advantage of the state machine; our priority is the Real Plan; my opponent is against the Real; with Ricupero scandal, everyone's worried about Real, but it's going well; I support the Real; attacking the Real Plan not legitimate; election's about the future; on Oct. 3 we decide future of Real Plan; my campaign is proposal-focused, not demagogic; I am worried about securing future of Real; it's the time for unity; FHC's advertising has been positive; five policy goals and most important ministries; municipalize health; in ed he fights corruption; job creation proposals; security proposals; he's gaining in surveys because people know he has good plans; he's up in all the surveys; my campaign unifies; Antonio Britto announced his support; FHC honest, competent; bio jingle"
"Brazil_1994_Cardoso_20"	394	1994	"Cardoso"	1	"9/5/1994"	"n"	""	""	""	""	"Doxa"	"File split, this is part 1."	"hand counting projects; \"\"Plano Real\"\"; song about Cardoso's history; Cardoso is the favorite candidate in Brazil; phone line to work in the campaign; government plan \"\"Ma�s � obra Brasil\"\"; increase the real value of minimum wage;"
"Brazil_1994_Cardoso_21"	96	1994	"Cardoso"	1	"9/5/1994"	"n"	""	""	""	""	"Doxa"	"File split, this is part 2."	"End fraud; jingle \"\"levanta a m�o\"\"; Cardoso will be in Curitiba and Nova Igua��"
"Brazil_1994_Cardoso_22"	492	1994	"Cardoso"	1	"9/7/1994"	"n"	""	""	""	""	"Doxa"	""	"Freire doesn't think that FHC made incorrect use of state machinery in Ricupero scandal; and don Luciano says what matters is the Real Plan; inflation has dropped for August; FHC: inflation down; the opposition was hoping for inflation; vote for those who support Real and are against inflation; FHC launched his program in Brasilia; rallies report; upcoming rallies; problematic the way government bureaucracies treat people; I'll be the president of all Brazilians; problem of poverty; we can do anything if we take care of people; Real Plan important b/c it is a springboard for future reforms"
"Brazil_1994_Cardoso_23"	492	1994	"Cardoso"	1	"9/9/1994"	"n"	"9/11/1994"	"n"	""	""	"Doxa"	"Second date is uncertain."	"some people who accuse me of using the Real in an electoral manner are doing so themselves; I created it and defended it; they don't support the plan and aren't the right ones to take care of it; at least Brizola hasn't changed his position; the hand; I will solve the problems of the people, not elites; importance of listening to the people; my five policy goals come from listening to people; government can solve problems working with states and municipalities; I will work with local authorities; FHC looks after baby's health, education; measures for improving lives of those in peripheral areas; rallies report; event tomorrow, Esporte Club Pinheiros; drop in price of cesta basica; it is possible to solve other problems just like we solved inflation; before we didn't have economic stability, now we do; now we can turn to social areas; we already beat inflation with the Real Plan"
"Brazil_1994_Cardoso_24"	304	1994	"Cardoso"	1	"9/12/1994"	"n"	""	""	""	""	"Doxa"	"File split, this is part 1."	"clip with hand; illiteracy in Brazil; Cardoso and his economic plan; social plan; development plan; Cardoso at Bel�m do Par�; song; Prevention and Women's Health;"
"Brazil_1994_Cardoso_25"	182	1994	"Cardoso"	1	"9/12/1994"	"n"	""	""	""	""	"Doxa"	"File split, this is part 2."	"Women's Health; Cadoso's Public Health Plan; jingle \"\"levanta a m�o\"\";"
"Brazil_1994_Cardoso_26"	484	1994	"Cardoso"	1	"9/14/1994"	"n"	""	""	""	""	"Doxa"	""	"issue of nutrition; Comunidade Solidaria program, other anti-hunger measures; solve other social problems getting community involved; meeting with athletes; upcoming rallies Recife, Natal; pool player scene--Real solves all problems; women's gains, challenges remaining; I will solve their problems, treat with respect; working mothers face challenges incl. childcare; policies for working mothers, incl. childcare; I'll create more special women's police divisions to fight violence against women; extend Servico Integral da Saude da Mulher; National Women's Rights Council will participate in government"
"Brazil_1994_Cardoso_27"	439	1994	"Cardoso"	1	"9/16/1994"	"n"	""	""	""	""	"Doxa"	""	"clip with hand; Cardoso and rights for all, includding people with disabilities; jingle \"\"levanta a m�o\"\"; how to vote; images of Brazilian art and culture; Cardoso talking about the importance of Brazilian culture;"
"Brazil_1994_Cardoso_28"	403	1994	"Cardoso"	1	"9/18/1994"	"n"	""	""	""	""	"Doxa"	"Missing intro."	"Cardoso's role opposing the dictatorship; song about Cardoso's history; Cardoso leading the elections; More jobs; \"\"O plano Real\"\"; social and development plans; Source of Resources; jingle \"\"levanta a m�o\"\"; Brazilian flag"
"Brazil_1994_Cardoso_29"	491	1994	"Cardoso"	1	"9/19/1994"	"n"	""	""	""	""	"Doxa"	""	"policy goals--hand; a mao que esta unindo o Brasil; benefits of Real, incl. for salary negotiations; specific policy regarding salary negotiation; the Real Plan allows for the next step of seeking fair salaries; specific job creation policies; NE rallies report; call for a copy of program; youth need opportunity; I promote education; problem of youth needing experience for jobs; I will promote internships; what can be done with technical training; on Oct. 3 you face the biggest test"
"Brazil_1994_Cardoso_30"	442	1994	"Cardoso"	1	"9/21/1994"	"n"	""	""	""	""	"Doxa"	""	"FHC on Brazil's side; my proposal to be responsible with your money; we need qualified people in government; Brazil has problems, but also solutions; ag policies; problem of corruption; I will continue a firm, serious approach; three plans for Brazil; FHC for the five regions; introducing Rio Grande do Sul; FHC will unite Brazil; I have supported, will support Mercosul, with benefits for South; launch of Mercosul coming soon; what I'll do for regional development; infrastructure projects for the South; ag finally freed from TR; various ag policies and goals; in the next program more regional proposals"
"Brazil_1994_Cardoso_31"	485	1994	"Cardoso"	1	"9/23/1994"	"n"	""	""	""	""	"Doxa"	""	"Cardoso has 45% support; unify the country; progress in the Nordeste, and more support to the region; the Northeast; plan to support the Nordeste; control inflation; review economic pland; social and development plans; famous people's support to Cardoso;"
"Brazil_1994_Cardoso_32"	15	1994	"Cardoso"	1	"9/25/1994"	"n"	""	""	""	""	"Doxa"	"File split, this is part 1."	"they say we will privatize state banks, not true"
"Brazil_1994_Cardoso_33"	476	1994	"Cardoso"	1	"9/25/1994"	"n"	""	""	""	""	"Doxa"	"File split, this is part 2."	"they say we will mess with pensions, not true; my campaign has been fair, but others attack; Real plan is a great plan; now the econ situation is stable; we will do other reforms, Real Plan just the start; I am candidate to defend the Plan; introducing North/Center-West regions; what I'll do for North/Center-West; specific regional development policies; NE has development potential but we need to take care of people; three plans for Brazil; FHC: you need to vote; artists signed letter of support for FHC"
"Brazil_1994_Cardoso_34"	489	1994	"Cardoso"	1	"9/26/1994"	"n"	""	""	""	""	"Doxa"	""	"hand counting projects; PT's attacks to Cardoso; Cardoso is a sociologist since he was 21 years old; Cardoso's support to Lula in the past; jingle \"\"levanta a m�o\"\"; all social sectors of society are supporting Cardoso; list of famous people supporting Cardoso; Cardoso's 5 priorities: education, security, employment; health and agriculture; jingle \"\"levanta a m�o\"\""
"Brazil_1994_Cardoso_35"	492	1994	"Cardoso"	1	"9/28/1994"	"n"	""	""	""	""	"Doxa"	""	"Jorge Amado: FHC has spectacular image abroad; he represents the democratic left, not the ideological and authoritarian left; I'm committed to defending the Real; I will worry about social justice and development; today FHC talks about SE region; FHC gov will bring benefits to everyone; problems of SE region; specific policies for SE; as pres I'll make sure benefits reach everyone in SE; three plans for Brazil; if you want to defend Real, pensions, etc., vote for me"
"Brazil_1994_Cardoso_36"	401	1994	"Cardoso"	1	"9/30/1994"	"n"	""	""	""	""	"Doxa"	"File split, this is part 1."	"Song about Brazil; Brazil can be one of the world leaders; jingle \"\"levanta a m�o\"\"; famous people supporting Cardoso; Cardoso leading the polls; Cardoso, Brazil's best option for presidency; song about Cardoso's history;"
"Brazil_1994_Cardoso_37"	86	1994	"Cardoso"	1	"9/30/1994"	"n"	""	""	""	""	"Doxa"	"File split, this is part 2."	"Cardoso giving thanks to everybody for all the love he's received; jingle \"\"levanta a m�o; Cardoso's 5 priorities;"
"Brazil_1994_Cardoso_38"	59	1994	"Cardoso"	1	"9/30/1994"	"n"	""	""	""	""	"Doxa"	"\"\"Right of response\"\" for VP candidate."	"PT's lies; message from Senador Marco Maciel"
"Brazil_1994_Lula_01"	169	1994	"Lula"	1	"8/5/1994"	"n"	""	""	""	""	"Doxa, FPA"	"Missing intro."	"the same ones who said I'd take people's savings did so themselves; we won't end Real, we'll improve salaries; they said I had no experience but those with experience caused many problems; they are responsible for us having such a high unemployment rate; in the next 60 days we'll talk to you about Brazil's problems; Brazil is the worst in the world in education, etc; my government program is a commitment; FHC coalition tried to keep Mercadante off TV but won't succeed"
"Brazil_1994_Lula_02"	205	1994	"Lula"	1	"8/7/1994"	"n"	""	""	""	""	"Doxa, FPA"	""	"problem of unemployment; we will create jobs by creating a dynamic economy; specific job creation proposals; critique of FHC on health"
"Brazil_1994_Lula_03"	207	1994	"Lula"	1	"8/10/1994"	"n"	""	""	""	""	"Doxa, FPA"	""	"Lula has solutions for health crisis; government responsible for health problems; what investing in health means; what we'll do about health; specific health proposals; FHC tied to political class"
"Brazil_1994_Lula_04"	206	1994	"Lula"	1	"8/12/1994"	"n"	""	""	""	""	"Doxa, FPA"	""	"need for land reform; Lula: we're committed to agrarian reform; detailed ag reform plans; I will do ag reform b/c not beholden to special interests; who's in charge with FHC, Collor's people or PFL?"
