Title	Extension	Datepublished	D	E	Datedownloaded	Link	PermanentLink
""	""	"Month"	"Dates"	"Year"		""	""
"How greenlighting Pfizer_s new vaccine ...dramatically improve access - ABC News"	".pdf"	"May"	"22 -- 31"	"2021"	44441.0	"https://abcnews.go.com/Health/greenlighting-pfizers-vaccine-storage-requirements-dramatically-improve-access/story?id=77841139"	"https://perma.cc/G5KT-MKYP"
"If COVID-19 vaccines are free, why are some people getting bills_ - ABC News"	".pdf"	"May"	"22 -- 31"	"2021"	44441.0	"https://abcnews.go.com/Health/covid-19-vaccines-free-people-bills/story?id=77787281"	"https://perma.cc/2FE8-XQNV"
"Mobile vaccination units hit tiny US towns to boost immunity - ABC News"	".pdf"	"May"	"22 -- 31"	"2021"	44441.0	"https://abcnews.go.com/Health/wireStory/mobile-vaccination-units-hit-tiny-us-towns-boost-78002514"	"https://web.archive.org/web/20210601013007/https:/abcnews.go.com/Health/wireStory/mobile-vaccination-units-hit-tiny-us-towns-boost-78002514"
"Production of another COVID-19 vaccine to begin in weeks - ABC News"	".pdf"	"May"	"22 -- 31"	"2021"	44441.0	"https://abcnews.go.com/Health/wireStory/production-covid-19-vaccine-begin-weeks-77935607"	"https://web.archive.org/web/20210527092113/https:/abcnews.go.com/Health/wireStory/production-covid-19-vaccine-begin-weeks-77935607"
"UK may require NHS workers to take COVID-19 vaccine - ABC News"	".pdf"	"May"	"22 -- 31"	"2021"	44441.0	"https://abcnews.go.com/Health/wireStory/uk-require-nhs-workers-covid-19-vaccine-77989038"	"https://web.archive.org/web/20210601005152/https:/abcnews.go.com/Health/wireStory/uk-require-nhs-workers-covid-19-vaccine-77989038"
"Vaccine access, not hesitancy, still a problem for Latinos_ Senators - ABC News"	".pdf"	"May"	"22 -- 31"	"2021"	44441.0	"https://abcnews.go.com/Health/vaccine-access-hesitancy-problem-latinos-senators/story?id=77961547"	"https://perma.cc/U3H5-DTCX"
"70% of adults in 12 states have received at least 1 COVID vaccine dose_ CDC - ABC News"	".pdf"	"June"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Health/70-adults-12-states-received-covid-vaccine-dose/story?id=78045049"	"https://perma.cc/8K3T-SDYM"
"As Moderna nears 200 millionth dose, workers celebrate personal milestones too - ABC News"	".pdf"	"June"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Health/moderna-nears-200-millionth-dose-workers-celebrate-personal/story?id=77961616"	"https://perma.cc/5PPU-CF6D"
"Biden announces 'all-of-America sprint' to get more vaccinated by July Fourth - ABC News"	".pdf"	"June"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Politics/biden-announce-america-sprint-vaccinated-july-fourth/story?id=78040222"	"https://perma.cc/43RM-5CRA"
"Full FDA approval could drive COVID-19 vaccinations, but experts advise against waiting - ABC News"	".pdf"	"June"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Health/full-fda-approval-drive-covid-19-vaccinations-experts/story?id=78048166"	"https://perma.cc/JW77-XA5Z"
"Heart reaction probed as possible rare vaccine link in teens - ABC News"	".pdf"	"June"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/heart-reaction-probed-rare-vaccine-link-teens-78078067"	"https://web.archive.org/web/20210604043737/https:/abcnews.go.com/Health/wireStory/heart-reaction-probed-rare-vaccine-link-teens-78078067"
"New dad latest to win $1M in Ohio's COVID-19 vaccine lottery_ 'I was overcome' - ABC News"	".pdf"	"June"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/US/dad-latest-win-1m-ohios-covid-19-vaccine/story?id=78070198"	"https://perma.cc/2V9S-2JMM"
"US surpasses 300 million COVID-19 vaccine shots administered - ABC News"	".pdf"	"June"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/US/us-surpasses-300-million-covid-19-vaccine-shots/story?id=78119122"	"https://perma.cc/AER8-6ZKA"
"Vaccine protection may diminish need for yearly boosters - ABC News"	".pdf"	"June"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/vaccine-protection-diminish-yearly-boosters-78042138"	"https://web.archive.org/web/20210609033045/https:/abcnews.go.com/Health/wireStory/vaccine-protection-diminish-yearly-boosters-78042138"
"Where nursing home staff vaccinations lag, COVID-19 outbreaks may follow, experts warn - ABC News"	".pdf"	"June"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/US/nursing-home-staff-vaccinations-lag-covid-19-outbreaks/story?id=78085139"	"https://perma.cc/LH5R-THWZ"
"CDC panel to discuss myocarditis reports in young people after COVID-19 vaccines - ABC News"	".pdf"	"June"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Politics/cdc-panel-discuss-myocarditis-reports-young-people-covid/story?id=78222009"	"https://perma.cc/H5YS-DGEX"
"No one-size-fits-all solution when it comes to COVID and kids_ OPINION - ABC News"	".pdf"	"June"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Health/size-fits-solution-covid-kids-opinion/story?id=78205381"	"https://perma.cc/W2RH-ADPC"
"Novavax announces its COVID-19 vaccine is over 90% effective against symptomatic disease - ABC News"	".pdf"	"June"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Health/novavax-announces-covid-19-vaccine-90-effective-symptomatic/story?id=78262175"	"https://perma.cc/S2CZ-9H27"
"Oklahoma may throw out thousands of COVID-19 vaccines as demand drops - ABC News"	".pdf"	"June"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Health/oklahoma-throw-thousands-covid-19-vaccines-demand-drops/story?id=78148321"	"https://perma.cc/268M-NMET"
"Vermont relaxes COVID-19 restrictions after crossing major vaccine milestone - ABC News"	".pdf"	"June"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Health/vermont-relaxes-covid-19-restrictions-crossing-major-vaccine/story?id=78271851"	"https://perma.cc/A282-5ZQL"
"Washington state kicks off 'Joints for Jabs' to promote COVID-19 vaccinations - ABC News"	".pdf"	"June"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Health/washington-state-kicks-off-joints-jabs-promote-covid/story?id=78145328"	"https://perma.cc/T3U3-TMD5"
"We know vaccines are working against new COVID variants. Now scientists are starting to understand why. - ABC News"	".pdf"	"June"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Health/vaccines-working-covid-variants-now-scientists-starting-understand/story?id=78168599"	"https://perma.cc/M569-9KA3"
"Why do some people get side effects after COVID-19 vaccines_ - ABC News"	".pdf"	"June"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Lifestyle/wireStory/people-side-effects-covid-19-vaccines-78190704"	"https://web.archive.org/web/20210610134017/https:/abcnews.go.com/Lifestyle/wireStory/people-side-effects-covid-19-vaccines-78190704"
"Why vaccinating the world against COVID-19 is a monumental undertaking - ABC News"	".pdf"	"June"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/International/vaccinating-world-covid-19-monumental-undertaking/story?id=77753813"	"https://perma.cc/VA3X-WMZM"
"3 COVID-19 vaccine doses can improve immunity in solid organ transplant recipients_ Study - ABC News"	".pdf"	"June"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/covid-19-vaccine-doses-improve-immunity-solid-organ/story?id=78276311"	"https://perma.cc/KA5E-RE4B"
"Father of 8 was set to get 2nd vaccine dose, but contracted COVID-19 and died - ABC News"	".pdf"	"June"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/US/father-set-2nd-vaccine-dose-contracted-covid-19/story?id=78202058"	"https://perma.cc/3NXG-52GF"
"How COVID-19 vaccine policies have triggered lawsuits and workplace showdowns - ABC News"	".pdf"	"June"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Business/covid-19-vaccine-policies-triggered-lawsuits-workplace-showdowns/story?id=78204107"	"https://perma.cc/9JTA-BDVL"
"New York, California lift most COVID-19 restrictions as vaccination rates top 70% - ABC News"	".pdf"	"June"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/york-california-lift-covid-19-restrictions-vaccination-rates/story?id=78295269"	"https://perma.cc/F5XP-DD2S"
"Palestinians call off 1M dose vaccine exchange with Israel - ABC News"	".pdf"	"June"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/israel-send-1m-coronavirus-vaccine-doses-palestinians-78353615"	"https://web.archive.org/web/20210619025428/https:/abcnews.go.com/Health/wireStory/israel-send-1m-coronavirus-vaccine-doses-palestinians-78353615"
"Texas man who declined COVID-19 vaccine speaks out after undergoing double lung transplant - ABC News"	".pdf"	"June"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/texas-man-declined-covid-19-vaccine-speaks-undergoing/story?id=78321152"	"https://perma.cc/F834-GU7A"
"The Latest_ NKorea tells WHO it has detected no virus cases - ABC News"	".pdf"	"June"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/latest-australia-stick-astrazeneca-2nd-dose-78395624"	"https://web.archive.org/web/20210621075149/https:/abcnews.go.com/Health/wireStory/latest-australia-stick-astrazeneca-2nd-dose-78395624"
"Universities can't require vaccines_ Arizona governor's executive order - ABC News"	".pdf"	"June"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/US/universities-require-vaccines-arizona-governors-executive-order/story?id=78312275"	"https://perma.cc/BF47-RB89"
"Young adult vaccination rate lags behind other age groups, CDC finds - ABC News"	".pdf"	"June"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/young-adult-vaccination-rate-lags-age-groups-cdc/story?id=78406341"	"https://perma.cc/S38Q-9STR"
"3 siblings get Pfizer-BioNTech COVID-19 vaccine as part of global trials in young children - ABC News"	".pdf"	"June"	"22 -- 30"	"2021"	44510.0	"https://abcnews.go.com/Health/siblings-pfizer-biontech-covid-19-vaccine-part-global/story?id=78415792"	"https://perma.cc/ECH5-DWMJ"
"Experts_ Benefits of COVID vaccine outweigh small heart risk - ABC News"	".pdf"	"June"	"22 -- 30"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/experts-benefits-covid-vaccine-outweigh-small-heart-risk-78452243"	"https://web.archive.org/web/20210623232034/https:/abcnews.go.com/Health/wireStory/experts-benefits-covid-vaccine-outweigh-small-heart-risk-78452243"
"Why officials are particularly concerned about unvaccinated population in the South - ABC News"	".pdf"	"June"	"22 -- 30"	"2021"	44510.0	"https://abcnews.go.com/Health/officials-concerned-unvaccinated-population-south/story?id=78425124"	"https://perma.cc/3ZPG-YHTM"
"Arkansas braces for 3rd COVID-19 surge as vaccination rate slows - ABC News"	".pdf"	"July"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/US/arkansas-braces-3rd-covid-19-surge-vaccination-rate/story?id=78605354"	"https://perma.cc/B6V5-KCEM"
"Biden doubles down on vaccine efforts after missing July 4 goal - ABC News"	".pdf"	"July"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Politics/biden-doubles-vaccine-efforts-missing-july-4th-goal/story?id=786880631"	"https://web.archive.org/web/20250213201052/https://abcnews.go.com/Politics/biden-doubles-vaccine-efforts-missing-july-4th-goal/story?id=78688063"
"Big cats, bears, ferrets get COVID-19 vaccine at Oakland Zoo - ABC News"	".pdf"	"July"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/US/wireStory/big-cats-bears-ferrets-covid-19-vaccine-oakland-78653630"	"https://web.archive.org/web/20210703212508/https:/abcnews.go.com/US/wireStory/big-cats-bears-ferrets-covid-19-vaccine-oakland-78653630"
"Delta now dominant coronavirus variant in the US, CDC says - ABC News"	".pdf"	"July"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Health/delta-now-dominant-coronavirus-variant-us-cdc/story?id=78704682"	"https://perma.cc/54F3-9L6X"
"Oakland Zoo begins experimental COVID-19 vaccine program on its wildlife - ABC News"	".pdf"	"July"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/US/oakland-zoo-begins-experimental-covid-19-vaccine-program/story?id=78658848"	"https://perma.cc/YA58-RD5Z"
"Vaccine hesitant are in 'death lottery,' W.Va. governor says - ABC News"	".pdf"	"July"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Politics/vaccine-rollout-slows-younger-population-remains-unvaccinated/story?id=78654008"	"https://perma.cc/N7GR-K6W5"
"Vaccine-hesitant Americans reject delta variant risk, posing questions for pandemic recovery_ POLL - ABC News"	".pdf"	"July"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Politics/vaccine-hesitant-americans-reject-delta-variant-risk-posing/story?id=78609691"	"https://perma.cc/5QC4-Z9EW"
"White House official acknowledges younger Americans are 'less eager' to get vaccinated - ABC News"	".pdf"	"July"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Politics/high-vaccine-hesitancy-creates-challenge-encouraging-vaccination/story?id=78653027"	"https://perma.cc/P7BL-7B9U"
"Will the military make the COVID-19 vaccine mandatory_ - ABC News"	".pdf"	"July"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Politics/military-make-covid-19-vaccine-mandatory/story?id=78689440"	"https://perma.cc/YVV3-3YHX"
"Arkansas governor 'working hard' to overcome vaccine hesitancy amid COVID-19 surge - ABC News"	".pdf"	"July"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Politics/arkansas-governor-working-hard-overcome-vaccine-hesitancy-amid/story?id=78774861"	"https://perma.cc/Q83S-YBAT"
"EXPLAINER_ Are we going to need COVID-19 booster shots_ - ABC News"	".pdf"	"July"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Technology/wireStory/explainer-covid-19-booster-shots-78842172"	"https://web.archive.org/web/20210714155119/https:/abcnews.go.com/Technology/wireStory/explainer-covid-19-booster-shots-78842172"
"Fauci urges people to put politics aside to get vaccinated as 'nasty' delta variant rages - ABC News"	".pdf"	"July"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Politics/fauci-urges-people-put-politics-vaccinated-nasty-delta/story?id=78774860"	"https://perma.cc/9ANR-TE5S"
"Gov't officials remain unconvinced Americans need COVID vaccine booster shot just yet - ABC News"	".pdf"	"July"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Politics/govt-officials-remain-unconvinced-americans-3rd-shot/story?id=78816229"	"https://perma.cc/3PKE-F4FU"
"How to reduce your child's COVID-19 risk if they're too young to be vaccinated - ABC News"	".pdf"	"July"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Health/reduce-childs-covid-19-risk-young-vaccinated/story?id=78752979"	"https://perma.cc/BB4B-56F6"
"Immunized but banned_ EU says not all COVID vaccines equal - ABC News"	".pdf"	"July"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/immunized-banned-eu-covid-vaccines-equal-78812195"	"https://web.archive.org/web/20210717071204/https:/abcnews.go.com/Health/wireStory/immunized-banned-eu-covid-vaccines-equal-78812195"
"Pfizer to seek OK for 3rd vaccine dose; shots still protect - ABC News"	".pdf"	"July"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/covid-vaccines-work-mutant-researchers-find-78736095"	"https://web.archive.org/web/20210708171418/https:/abcnews.go.com/Health/wireStory/covid-vaccines-work-mutant-researchers-find-78736095"
"Study shows booster shot after 6 to 12 months likely to provide best protection from COVID-19, Pfizer says - ABC News"	".pdf"	"July"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Health/booster-shot-12-months-provide-best-protection-covid/story?id=78741334"	"https://perma.cc/TH9F-SRYE"
"White House calling out critics of door-to-door vaccine push - ABC News"	".pdf"	"July"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/white-house-calling-critics-door-door-vaccine-push-78763565"	"https://web.archive.org/web/20210712211607/https:/abcnews.go.com/Health/wireStory/white-house-calling-critics-door-door-vaccine-push-78763565"
"As COVID-19 surges again, what experts say about the millions of unvaccinated - ABC News"	".pdf"	"July"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/covid-19-surges-experts-millions-unvaccinated/story?id=78467921"	"https://perma.cc/W6A2-P48C"
"Conservative media offers mixed messages on COVID-19 vaccine - ABC News"	".pdf"	"July"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Entertainment/wireStory/conservative-media-offers-mixed-messages-covid-19-vaccine-78955995"	"https://web.archive.org/web/20210805035202/https:/abcnews.go.com/Entertainment/wireStory/conservative-media-offers-mixed-messages-covid-19-vaccine-78955995"
"COVID-19 vaccines protect you better than infection, doctors say - ABC News"	".pdf"	"July"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/covid-19-vaccines-protect-infection-doctors/story?id=78849841"	"https://perma.cc/K48C-4PNK"
"New Jersey hospital network fires 6 supervisors for not getting vaccinated against COVID-19 - ABC News"	".pdf"	"July"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/jersey-hospital-network-fires-supervisors-vaccinated-covid-19/story?id=78940886"	"https://perma.cc/FJD3-6224"
"Statistics show the stark risks of not getting vaccinated against COVID-19 - ABC News"	".pdf"	"July"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/statistics-show-risks-vaccinated-covid-19/story?id=78845627"	"https://perma.cc/2S3S-FK5V"
"Tennessee hospital latest employer to announce COVID-19 vaccine requirements - ABC News"	".pdf"	"July"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Business/tennessee-hospital-latest-employer-announce-covid-19-vaccine/story?id=78860709"	"https://perma.cc/58M7-VYJ8"
"What's fueling COVID-19 vaccine hesitancy in young adults_ - ABC News"	".pdf"	"July"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/young-adults-remain-hesitant-covid-19-vaccine/story?id=78828317"	"https://perma.cc/2JRE-C4UB"
"Why breakthrough COVID-19 infections don't mean the vaccine isn't working - ABC News"	".pdf"	"July"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/breakthrough-covid-19-infections-vaccine-working/story?id=78931589"	"https://perma.cc/8FUG-NQKC"
"Why COVID-19 vaccine incentives didn't really work_ Experts - ABC News"	".pdf"	"July"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/vaccine-incentives-best-answer-hesitancy-experts/story?id=78695407"	"https://perma.cc/WK5J-FRPH"
"CDC advisory committee voices support for immunocompromised people getting boosters - ABC News"	".pdf"	"July"	"22 -- 31"	"2021"	44510.0	"https://abcnews.go.com/Politics/cdc-advisory-committee-voices-support-immunocompromised-people-boosters/story?id=79001113"	"https://perma.cc/TD6Q-7PFB"
"COVID-19 vaccinations up 14% in past week, White House says - ABC News"	".pdf"	"July"	"22 -- 31"	"2021"	44510.0	"https://abcnews.go.com/US/covid-19-vaccinations-14-past-week-white-house/story?id=79023074"	"https://perma.cc/E3JB-TUUB"
"Experts warn of prolonged COVID-19 pandemic due to vaccine inequality - ABC News"	".pdf"	"July"	"22 -- 31"	"2021"	44510.0	"https://abcnews.go.com/International/experts-warn-prolonged-covid-19-pandemic-due-vaccine/story?id=78857935"	"https://perma.cc/BH2H-QG9E"
"Over 50 major health care organizations call for mandating vaccines in their own industry - ABC News"	".pdf"	"July"	"22 -- 31"	"2021"	44510.0	"https://abcnews.go.com/Politics/50-major-health-care-organizations-call-mandating-vaccines/story?id=79070163"	"https://perma.cc/XP4W-AVNR"
"Should vaccinated people mask up with COVID-19 cases rising_ - ABC News"	".pdf"	"July"	"22 -- 31"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/vaccinated-people-mask-covid-19-cases-rising-79119100"	"https://web.archive.org/web/20210801023814/https:/abcnews.go.com/Health/wireStory/vaccinated-people-mask-covid-19-cases-rising-79119100"
"Stanford University reports 7 breakthrough cases of COVID-19 among fully vaccinated students - ABC News"	".pdf"	"July"	"22 -- 31"	"2021"	44510.0	"https://abcnews.go.com/Health/stanford-university-reports-breakthrough-cases-covid-19-fully/story?id=79007407"	"https://perma.cc/H2KU-G5Y3"
"Symptomatic breakthrough COVID-19 infections rare, CDC data estimates - ABC News"	".pdf"	"July"	"22 -- 31"	"2021"	44510.0	"https://abcnews.go.com/US/symptomatic-breakthrough-covid-19-infections-rare-cdc-data/story?id=79048589"	"https://perma.cc/6J8C-AH29"
"Vast majority of ICU patients with COVID-19 are unvaccinated, ABC News survey finds - ABC News"	".pdf"	"July"	"22 -- 31"	"2021"	44510.0	"https://abcnews.go.com/US/vast-majority-icu-patients-covid-19-unvaccinated-abc/story?id=79128401"	"https://perma.cc/THQ4-97QK"
"What could work to get people vaccinated -- and it's not lotteries - ABC News"	".pdf"	"July"	"22 -- 31"	"2021"	44510.0	"https://abcnews.go.com/Health/vaccination-rates-officials-approach/story?id=78931625"	"https://perma.cc/K3YN-NNJP"
"After months of vaccine incentives, nation changes course - ABC News"	".pdf"	"August"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Health/months-vaccine-incentives-nation/story?id=79223933"	"https://perma.cc/K2HK-FV5C"
"All 50 states report rising vaccination rates as COVID infections surge, data shows - ABC News"	".pdf"	"August"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Politics/50-states-report-rising-vaccination-rates-covid-infections/story?id=79224863"	"https://perma.cc/F54R-XUVN"
"Defense Secretary to announce mandatory COVID vaccinations for troops 'soon'_ Sources - ABC News"	".pdf"	"August"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Politics/defense-secretary-announce-mandatory-covid-vaccinations-troops-sources/story?id=79278448"	"https://perma.cc/9Y7B-DV3C"
"FDA expected to recommend boosters for immunocompromised Americans within weeks_ Source - ABC News"	".pdf"	"August"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Health/fda-expected-recommend-boosters-immunocompromised-americans-weeks-source/story?id=79300705"	"https://perma.cc/LQ77-T99M"
"Funeral of man who died of COVID-19 is turned into vaccine and testing event - ABC News"	".pdf"	"August"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/US/funeral-man-died-covid-19-turned-vaccine-testing/story?id=79311556"	"https://perma.cc/KWV2-U2AQ"
"More businesses are mandating COVID-19 vaccines. Is that legal_ - ABC News"	".pdf"	"August"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Health/businesses-mandating-covid-19-vaccines-legal/story?id=79223479"	"https://perma.cc/LMA8-NRBX"
"Pushback challenges vaccination requirements at US colleges - ABC News"	".pdf"	"August"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Lifestyle/wireStory/pushback-challenges-vaccination-requirements-us-colleges-79237531"	"https://web.archive.org/web/20210803125412/https:/abcnews.go.com/Lifestyle/wireStory/pushback-challenges-vaccination-requirements-us-colleges-79237531"
"The Latest_ China pledges 2 billion COVID-19 vaccine doses - ABC News"	".pdf"	"August"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/latest-head-africa-cdc-unbearable-covid-19-79286440"	"https://web.archive.org/web/20210808175948/https:/abcnews.go.com/Health/wireStory/latest-head-africa-cdc-unbearable-covid-19-79286440"
"US passes major vaccine milestone_ 70% of adults now have at least 1 shot - ABC News"	".pdf"	"August"	"01 -- 07"	"2021"	44510.0	"https://abcnews.go.com/US/us-passes-major-vaccine-milestone-70-adults-now/story?id=78915871"	"https://perma.cc/98PC-38VJ"
"As delta variant surges, COVID hospitalizations rise 30% over previous week - ABC News"	".pdf"	"August"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Politics/delta-variant-surges-covid-hospitalizations-rise-30-previous/story?id=79422938"	"https://perma.cc/5GKU-2QC8"
"As US battles delta variant, tens of thousands of vaccine doses are set to expire - ABC News"	".pdf"	"August"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/US/us-battles-delta-variant-tens-thousands-vaccine-doses/story?id=79404935"	"https://perma.cc/F4UG-ZN7J"
"CDC officially recommends additional vaccines for people with weakened immune systems - ABC News"	".pdf"	"August"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Politics/cdc-advisory-panel-recommends-additional-vaccines-people-weakened/story?id=79422350"	"https://perma.cc/9SNV-LB2P"
"CDC urges COVID vaccines during pregnancy as delta surges - ABC News"	".pdf"	"August"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/cdc-urges-covid-vaccines-pregnancy-delta-surges-79403571"	"https://web.archive.org/web/20210811165052/https:/abcnews.go.com/Health/wireStory/cdc-urges-covid-vaccines-pregnancy-delta-surges-79403571"
"Fauci hopeful COVID vaccines get full OK by FDA within weeks - ABC News"	".pdf"	"August"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/fauci-hopeful-covid-vaccines-full-fda-weeks-79351970"	"https://web.archive.org/web/20210808170709/https:/abcnews.go.com/Health/wireStory/fauci-hopeful-covid-vaccines-full-fda-weeks-79351970"
"FDA poised to authorize 3rd vaccine dose for immune-compromised people_ Sources - ABC News"	".pdf"	"August"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/US/fda-poised-authorize-3rd-vaccine-dose-immune-compromised/story?id=79318363"	"https://perma.cc/R4UR-AE9N"
"Pentagon to require COVID vaccines for all service members - ABC News"	".pdf"	"August"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Politics/pentagon-require-mandatory-covid-vaccines-mid-september-source/story?id=79314193"	"https://perma.cc/QA36-QWKU"
"Unvaccinated COVID-19 patients share why they changed their minds about the shot - ABC News"	".pdf"	"August"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/US/unvaccinated-covid-19-patients-share-changed-minds-shot/story?id=79313693"	"https://perma.cc/KG24-45CV"
"Vaccine mandates would make a difference_ NIH director - ABC News"	".pdf"	"August"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Politics/vaccine-mandates-make-difference-nih-director/story?id=79340231"	"https://perma.cc/8SWC-ZG5L"
"What we know and don't know about the COVID vaccine timeline for children under 12 - ABC News"	".pdf"	"August"	"08 -- 14"	"2021"	44510.0	"https://abcnews.go.com/Politics/covid-vaccine-timeline-children-12/story?id=79367125"	"https://perma.cc/ACY2-CJKC"
"5 good reasons for the FDA to give full approval to COVID-19 vaccines_ Analysis - ABC News"	".pdf"	"August"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/US/good-reasons-fda-give-full-approval-covid-19/story?id=79549977"	"https://perma.cc/B38L-7NYZ"
"5 things to know about Biden's plan to roll out COVID boosters this fall - ABC News"	".pdf"	"August"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Politics/things-bidens-plan-roll-covid-boosters-fall/story?id=79502123"	"https://perma.cc/49M8-2EYH"
"Biden administration to begin rolling out booster shots the week of Sept. 20 - ABC News"	".pdf"	"August"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Politics/biden-begin-rolling-booster-shots-week-sept-20/story?id=79507631"	"https://perma.cc/ZC5E-NGQW"
"Combating COVID vaccine misinformation in Black and Latino communities_ OPINION - ABC News"	".pdf"	"August"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/US/combating-covid-vaccine-misinformation-black-latino-communities-opinion/story?id=79476703"	"https://perma.cc/XG4L-ZT76"
"More protection_ US likely to authorize COVID booster shots - ABC News"	".pdf"	"August"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/sources-us-recommend-covid-vaccine-boosters-months-79493270"	"https://web.archive.org/web/20210817085300/https:/abcnews.go.com/Health/wireStory/sources-us-recommend-covid-vaccine-boosters-months-79493270"
"Sources_ US to recommend COVID vaccine boosters at 8 months - ABC News"	".pdf"	"August"	"15 -- 21"	"2021"	44510.0	"https://abcnews.go.com/Health/wireStory/sources-us-recommend-covid-vaccine-boosters-months-79492080"	"https://web.archive.org/web/20210817041249/https:/abcnews.go.com/Health/wireStory/sources-us-recommend-covid-vaccine-boosters-months-79492080"
