Filename	Title	Source
"Trachtenberg_BR_19611223"	"The Prime Minister's Visit to Bermuda, 20-23 December, 1961"	"Public Record Office, London"
"Trachtenberg_BR_19620104"	"Telegram from Washington to Foreign Office, January 3, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620105"	"Telegram from Washington to Foreign Office, January 6, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620111"	"Telegram from Washington to Foreign Office, January 11, 1962"	"n/a"
"Trachtenberg_BR_19620116"	"Minutes from Meeting on Berlin Contingency Planning and Phasing of Military Operations re: C.O.S. (62) (part)"	"n/a"
"Trachtenberg_BR_19620119"	"Report by the Joint Planning Staff, Berlin Contingency Planning - Phasing of Military Operations, January 19, 1962"	"n/a"
"Trachtenberg_BR_19620123"	"Confidential Annex to C.O.S. (62) 7th Meeting, January 23, 1962"	"n/a"
"Trachtenberg_BR_19620126"	"Telegram from Washington to Foreign Office, January 25, 1962"	"n/a"
"Trachtenberg_BR_19620130"	"Telegram from Bonn to Foreign Office, January 30, 1962"	"n/a"
"Trachtenberg_BR_196201DD"	"Annex II to JP(62)6(Final), Ministry of Defence, London, January 1962"	"n/a"
"Trachtenberg_BR_19620208"	"Western Attitude in Event of an Uprising in East Germany or East Berlin, February 8, 1962"	"n/a"
"Trachtenberg_BR_19620213"	"Home to Gore Draft Notes re: Future of Germany (parts)"	"Public Record Office, London"
"Trachtenberg_BR_19620214"	"Telegram from Washington to Foreign Office, February 14, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620215"	"Report by the Joint Planning Staff, NATO Strategy - Final Report of the Von Karman Committee, February 15, 1962"	"n/a"
"Trachtenberg_BR_19620219"	"Telegram from Washington to Foreign Office, February 19, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620223"	"German Views on Conduct of Thompson, Gromyko Talks, February 23, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620224"	"Telegram from foreign Office to Washington, February 24, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620308"	"Ledwidge Brief to Shuckburgh re: Berlin, March 8, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620312"	"Report by the Joint Planning Staff, Berlin Contingency Planning, March 12, 1962"	"n/a"
"Trachtenberg_BR_19620319"	"Report by the Joint Planning Staff, SACEUR's Rivised Emergency Defence Plan, March 19, 1962"	"n/a"
"Trachtenberg_BR_19620320"	"Note by the Secretary, Control of Nuclear Weapons, March 20, 1962"	"n/a"
"Trachtenberg_BR_19620327"	"United Kingdom Delegation to NATO, Paris, March 27, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620409_1"	"NATO Defence Policy, Mottershead, April 9, 1962"	"n/a"
"Trachtenberg_BR_19620409_2"	"Annex to C.O.S. (62)172, Live Oak Terms of Reference, Norstad, April 9, 1962"	"n/a"
"Trachtenberg_BR_19620412"	"Watkinson Memorandum to Macmillan re: Nuclear Weapons, Not dated"	"Public Record Office, London"
"Trachtenberg_BR_19620413"	"Memorandum to Macmillan, Sender Unknown, Not dated (parts)"	"Public Record Office, London"
"Trachtenberg_BR_19620416"	"Live Oak Terms of Reference, Chaundler, April 16, 1962"	"n/a"
"Trachtenberg_BR_19620417"	"Annex 1 to COS(62)163, Clarification of Terminology Used in Last Discussions on NATO Strategy"	"n/a"
"Trachtenberg_BR_19620418"	"Report by the Joint Planning Staff, NATO Strategy: Conventional Forces and MBRMs, April 18, 1962"	"n/a"
"Trachtenberg_BR_19620419"	"Telegram from B.D.S. Washington to M.O.D. London, April 19, 1962"	"n/a"
"Trachtenberg_BR_19620423"	"Telegram from B.D.S. Washington to M.O.D. London, April 23, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620426"	"DEFE 4/144, COS(62) 29th Meeting, 26 April 1962"	"n/a"
"Trachtenberg_BR_19620428"	"Record of a Meeting Held at the White House, April 28, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620429"	"Extract from Macmillan - McNamara Mtg, 4/29/62"	"Public Record Office, London"
"Trachtenberg_BR_19620430"	"MM/COS(62)3, Record of a Meeting between the Minister of Defence and the Chiefs of Staff, April 30, 1962"	"n/a"
"Trachtenberg_BR_19620501"	"DEFE 4/144 COS(62) 31st Meeting, 1 May 1962"	"n/a"
"Trachtenberg_BR_19620503"	"Record of Quadripartite Meeting Held at the American Ambassador's Residence, May 3, 1962"	"n/a"
"Trachtenberg_BR_19620510"	"DEFE 4/145 COS(62) 34th Meeting, 10 May, 1962"	"n/a"
"Trachtenberg_BR_19620511"	"Brief for the UK Representative at the 28th Meeting of the Military Committee in Chiefs of Staff Session, \"Annex (Continued) Item 10, Berlin Contingency Planning"	"n/a"
"Trachtenberg_BR_19620517"	"Ormsby-Gore Letter to Macmillan, May 17, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620525"	"Anglo/French Co-operation, May 25, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620603"	"Extract from a Record of a Conversation at the Chateau de Chaps, June 3, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620606"	"Draft Brief for U.K. Representatives in NATO, NATO Strategy, June 6, 1962"	"n/a"
"Trachtenberg_BR_19620622"	"Brief for Anglo-German Staff Taks \"Annex II to JF(62)72(Final), Item 2, Clarification of NATO Terminology"	"n/a"
"Trachtenberg_BR_19620625"	"Record of a Meeting in the United States Embassy, June 25, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620721"	"Record of Conversation at Luncheon: the Secretary of State; Shuckburgh et al., July 21, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620724"	"DEFE 4/146 COS(62) 48th Meeting, 24 July 1962"	"n/a"
"Trachtenberg_BR_19620726"	"Note by the Secretary, NATO Land/Air Strategy, Watkitns, July 26, 1962"	"n/a"
"Trachtenberg_BR_19620803"	"Message from Prime Minister to President Kennedy, August 3, 1962"	"n/a"
"Trachtenberg_BR_19620808"	"The President Letter to Prime Minister Macmillan, August 8, 1962"	"n/a"
"Trachtenberg_BR_19620815"	"Annex to JP(62)97(Final), Berlin Contingency planning"	"n/a"
"Trachtenberg_BR_19620911"	"Telegram from Washington to Foreign Office, September 11, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620912"	"de Zulueta Letter to Macmillan, September 12, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19620928"	"Annex to JP(62)114(Final), NATO Defence Policy - the Stikker Paper"	"n/a"
"Trachtenberg_BR_19621002"	"Telegram from New York to Foreign Office, October 2, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621004"	"Memorandum, Soviet Intentions over Berlin, Ledwidge, October 4, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621005"	"Memorandum (part), Tomkins, October 5, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621017"	"Telegram from United Kingdom Delegation to N.A.T.O. Paris to Foreign Office, October 17, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621019"	"Telegram from Washington to Foreign Office, October 19, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621022"	"Telegram from Moscow to Foreign Office, October 22, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621029"	"Macmillan Letter to Foreign Secretary, October 29, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621030"	"Telegram from Washington to Foreign Office, October 30, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621031"	"Steel Letter to Shuckburgh, October 31, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621119"	"Note, Skybolt, November 19, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621120"	"Telegram from Washington to Foreign Office, November 20, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621129"	"Annex to JF(62)140(Final) NATO Nuclear Weapons"	"n/a"
"Trachtenberg_BR_19621130"	"Annex (Continued) Item 13, Discussion on Military Aspects of the Introduction of MRBMS into NATO"	"n/a"
"Trachtenberg_BR_19621204"	"C.O.S.(62)76th Meeting (part), re: Military Aspects of the Introduction of MRBMs into NATO"	"n/a"
"Trachtenberg_BR_19621205"	"Annex to COS(62)467 NATO Nuclear Weapons"	"n/a"
"Trachtenberg_BR_19621206"	"Annex to COS(62)473 Summary Europe and Nuclear Defence"	"n/a"
"Trachtenberg_BR_19621209"	"Note for the Record, Skybolt, December 9, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621210"	"Background Note by the Foreign Office, Talks with President Kennedy, Relations with the U.S.S.R. in the Aftermath of Cuba: Berlin, December 10, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621211"	"Telegram from Bonn to Foreign Office, December 11, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621219"	"Meeting between the Prime Minister and President Kennedy in the Bahamas, December 19, 1962"	"Public Record Office, London"
"Trachtenberg_BR_19621220"	"Memorandum of Conversation; Macmillan; Kennedy et al., December 20, 1962"	"n/a"
"Trachtenberg_BR_19630321"	"Note of a Discussion at Luncheon with Mr. Romanov of the Soviet Embassy, March 21, 1963"	"Public Record Office, London"
"Trachtenberg_BR_19630408"	"Extract from Record of a Conversation Between the Foreign Secretary and the French Minister of Foreign Affairs at the Quai D'orsay, April 8, 1963"	"Public Record Office, London"
"Trachtenberg_BR_19630415"	"Telegram from Foreign Office to Moscow, April 15, 1963"	"Public Record Office, London"
"Trachtenberg_BR_19630425"	"Telegram from Moscow to Foreign Office, April 25, 1963"	"Public Record Office, London"
"Trachtenberg_BR_19630429"	"Extract Harriman-Macmillan Meeting 4/29/63\" (Part)"	"Public Record Office, London"
"Trachtenberg_BR_19630627"	"Record of a Meeting Between the Foreign Secretary and the United States Secretary of State in the Foreign Office, June 27, 1963"	"Public Record Office, London"
"Trachtenberg_BR_19630628"	"Record of a Meeting Between the Foreign Secretary and the United States Secretary of State, June 28, 1963"	"Public Record Office, London"
"Trachtenberg_BR_19630629"	"Record of a Meeting Between the Prime Minister and the United States President, June 29, 1963"	"Public Record Office, London"
"Trachtenberg_BR_19630630"	"Record of a Meeting Between the Prime Minister and the United States President, June 30, 1963"	"Public Record Office, London"
