QDRFilename	Provenance	Enterspublicdomainafteryear:
"Leonard_DR_BancoCentral_Statistics_F-I-2-7.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-II-1.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-II-2.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-II-3.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-II-4.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-II-5.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-II-6.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-II-7.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-II-8.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-II-9.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-III-1_1960-1966.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-III-2_1960-1966.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-III-3_1970-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-III-4_1970-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_F-III-5.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-1-1.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-1-2.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-1-3.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-2-1.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-2-2.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-3-1.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-3-2_1999.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-3-2_2000.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-3-2_2001.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-3-2_2002.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-3-2_2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-4-1.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-4-2_01.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-4-2_02.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-4-2_03.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-4-2_04.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-4-2_05.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-5-1.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-5-2_1999.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-5-2_2000.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-5-2_2001.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-5-2_2002.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-I-5-2_2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-II-1-1.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-II-1-2.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-II-2-1.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-II-2-2_1996.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-II-2-2_1997.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-II-2-2_1998.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-II-2-2_1999.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-II-2-2_2000.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-II-2-2_2001.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-II-2-2_2002.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-II-2-2_2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-III-1_1994-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_G-IV-1.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-1_1991-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-2.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-3_1960-1990.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-4_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-1_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-1_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-10.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-2.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-3.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-3_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-4.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-5_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-5_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-6.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-7_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-7_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-8.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-9_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-5-9_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-6-1_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-6-1_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-6-2_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-6-2_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-6-3_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-6-3_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-6-4_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-6-4_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-6-5_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-6-5_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-7-1_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-7-1_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-7-2_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-7-2_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-7-3_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-7-3_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-7-4_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-7-4_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-7-5_1991-1995.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-7-5_1996-2003.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-8-1.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-8-2.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-8-3.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-8-4.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-8-5.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-9-1.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-9-2.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-9-3.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-9-4.xlsx"	"Banco Central"	""
"Leonard_DR_BancoCentral_Statistics_H-I-9-5.xlsx"	"Banco Central"	""
"Leonard_DR_Book_1920_PrimerCensoNacionalRepublicaDominicana.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Book_1958_ComercioExteriorRepublicaDominicana.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Book_2003_EncyclopediaIlustradaRepublicaDominicana.pdf"	"Banco Central"	"2053"
"Leonard_DR_Book_Abad_1993(1888)_ResenaGeneralGeograficoEstadistica.pdf"	"Banco Central"	""
"Leonard_DR_Book_Cassa_2004_HistoriaSocialEconomica_TablesFigures.pdf"	"Banco Central"	"Author still alive"
"Leonard_DR_Book_Cassa_2004_HistoriaSocialEconomica_Tomo2.pdf"	"Banco Central"	"Author still alive"
"Leonard_DR_Book_Deschamps_2003(1907)_DirectorioGuiaGeneral.pdf"	"Archivo General de la Nación (AGN)"	"2034"
"Leonard_DR_Book_DireccionGeneralEstadistica_1936_AnuarioEstadistico.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Book_DireccionGeneralEstadistica_1941_ComercioExterior.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Book_IMF_1949_1952_1963_BalanceofPayments_Vol_1,4,14.pdf"	"Banco Central"	""
"Leonard_DR_Book_Lozano_1976_LaDominacionImperialista.pdf"	"Banco Central"	"Author still alive"
"Leonard_DR_Book_Lozano_1985_ProletarizacionyCampesinado.pdf"	"Archivo General de la Nación (AGN)"	"Author still alive"
"Leonard_DR_Book_Lozano_1985_ReformismoDependiente.pdf"	"Archivo General de la Nación (AGN)"	"Author still alive"
"Leonard_DR_Book_Mutto_1974_DesarrolloEconomiaDeExportacion.pdf"	"Banco Central"	"Author still alive"
"Leonard_DR_Book_RamonLopez_1996(1906)_LaRepublicaDominicana.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Book_SecciondePublicacionesCiudadTrujillo_1949.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_DigitalArchives_Monteagudo_1936_AlbumdeOro-Census.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_DireccionGeneralEstadistica_1940_AnuarioEstadistico.pdf"	"DR Oficinia Nacional de Estadistica (ONE)"	""
"Leonard_DR_DireccionGeneralEstadistica_1941_Geografica-Historica.pdf"	"DR Oficinia Nacional de Estadistica (ONE)"	""
"Leonard_DR_DireccionGeneralEstadistica_1943_AnuarioEstadistico.pdf"	"DR Oficinia Nacional de Estadistica (ONE)"	""
"Leonard_DR_DireccionGeneralEstadistica_1952_AnuarioEstadistico_1952.pdf"	"DR Oficinia Nacional de Estadistica (ONE)"	""
"Leonard_DR_DireccionGeneralEstadisticaCensos_1961_Cifras.pdf"	"DR Oficinia Nacional de Estadistica (ONE)"	""
"Leonard_DR_Document_CustomsReceivership_1928_SumariodeComercio19.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Document_CustomsReceivership_1931_SumariodeComercio19.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Document_CustomsReceivership_1934_SumariodeComercio19.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Document_CustomsReceivership_1935_SumariodeComercio19.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Document_SanPedroDeMacoris_ContractsActsOfIncorporation_1920"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Document_SecretariadeEstadodeHacienda_1930.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Document_ServicioAduanero_1941_SumarioComercio_1940.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_EncyclopediaIlustrada_2003_Economia.pdf"	"DR Oficinia Nacional de Estadistica (ONE)"	"2053"
"Leonard_DR_Map_15()_MP1476"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1514_MP1468"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_17()_M145(263).pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1723_MapaZonaEste.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1723_MapaZonaNoroeste.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1723_MapaZonaSuroeste.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1737_M41(236).pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1750_Dominicana5.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1754_MP429,Caja-1,IslaDeSantoDomingo.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1771_Dominicana12.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1788_M91(1407).pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_179()_Dominicana27.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_18()_Dominicana43.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_18()_M124(793).pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1801_Mapas219_220Juntos.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1801_MP1424.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1803_00048_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1803_00050_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1803_MP1425.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1805_CiudadDeSantoDomingo.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1807()_mapa_00026.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1807_mapa_00012.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1807_mapa_00020.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1808_MP1426.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1808_MP1427.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1825_Mapas55y56.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1825_MP1430.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1825_MP1430a.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1825_MP1430b.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1828_M114(1429).pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1828_MP1432.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1830_M116(1431).pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1830_MP1433.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1830_MP1434.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1831_M117(1432).pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1844_M68(268).pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1862_Dominicana38.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1862_M105(271).pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1862_M106(272).pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1865_Dominicana39.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1865_Dominicana40.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1865_Dominicana41.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1872_00065_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1872_MP1437.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1876_00043_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1876_MP1439.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1882_00081_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1882_MP1436.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1896_00234_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1896_5_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_191()_MP1451.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1912_00053_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1912_00054_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1912_MP1444.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1922_00084_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1922_Mapas53y54.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1923_00082_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1923_MP1445.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1925_MP1446.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1936_MP1442.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_1959_RepublicaDominicana.pdf"	"Archivo General de la Nación (AGN)"	"2019"
"Leonard_DR_Map_1982_MP1460.pdf"	"Archivo General de la Nación (AGN)"	"2032"
"Leonard_DR_Map_DateNotGiven_BahiaDeSamana1806_1807.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_DateNotGiven_PuertoNapoleon1807.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_MP1447.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00029_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00049_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00051_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00066_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00067_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00068_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00069_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00070_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00071_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00072_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00080_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00093_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00094_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00106_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00114_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00123_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00169_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00170_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_00235_Mapas.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1422.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1423.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1431a.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1431b.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1438.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1459.pdf"	"Archivo General de la Nación (AGN)"	"2020"
"Leonard_DR_Map_NoPublishDate_MP1463 "	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1464 "	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1466 "	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1467aa.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1467bb.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1469 "	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1471 "	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1477b.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1478 "	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_MP1481"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_NoPublishDate_SantoDomingo1815.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_Stamped1()08_mapa_00024.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_YearNotGiven_mapa_00017.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_YearNotGiven_mapa_00018.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_YearNotGiven_mapa_00019.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_DR_Map_YearNotGiven_mapa_00022.pdf"	"Archivo General de la Nación (AGN)"	""
"Leonard_Haiti_Book_Brutus_1948(2004)_InstructionPubliqueHaiti.pdf"	"Bibliotheque National d'Haiti"	"2040"
"Leonard_Haiti_Book_DepartmentTravail_1951_LaHatienneAuTravail.pdf"	"Bibliotheque National d'Haiti"	""
"Leonard_Haiti_Book_Francois_1980_LeCafeHaitien.pdf"	"Institut Haitien de Statistique (IHS)"	"Cannot determine author death"
"Leonard_Haiti_Book_GaillardPourchet_1990_DetteExterieure(1875).pdf"	"Bibliotheque National d'Haiti"	"Author still alive"
"Leonard_Haiti_Book_Girault_1981_LeCommerceduCafe.pdf"	"Bibliotheque National d'Haiti"	"Author still alive"
"Leonard_Haiti_Book_Haiti_TerreDesMontagnesEtDuCafe.pdf"	"Bibliotheque National d'Haiti"	""
"Leonard_Haiti_Book_Houzel_1935_LaProductionEtLeCommerce.pdf"	"Bibliotheque National d'Haiti"	"2057"
"Leonard_Haiti_Book_InstHatStat_1950_Recensement_Vol_I.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Book_InstHatStat_1950_Recensement_Vol_II.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Book_InstHatStat_1950_Recensement_Vol_III.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Book_InstHatStat_1950_Recensement_Vol_IV.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Book_InstHatStat_1950_Recensement_Vol_V.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Book_InstitutHatienDePromotionDuCafe_1972.pdf"	"Bibliotheque Des Freres Saint Louis"	"2032"
"Leonard_Haiti_Book_InstitutHatienDeStatistiqueEtD'Informatique_2000.pdf"	"Institut Haitien de Statistique (IHS)"	"2060"
"Leonard_Haiti_Book_Moral_1955_LaCultureduCafeenHaiti.pdf"	"Bibliotheque Des Freres Saint Louis"	"Cannot determine author death"
"Leonard_Haiti_Book_OfficeNationalDuCafe_1959_CodeDuCafe.pdf"	"Bibliotheque National d'Haiti"	"2019"
"Leonard_Haiti_Book_Paul_1876_DeL'ImpotSurLesCafes.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Book_Pierre-Charles_1965_LaEconomiaHaitiana.pdf"	"Bibliotheque National d'Haiti"	"2064"
"Leonard_Haiti_Book_SecretairerieD'Etat_1922_Recensement1918-1919.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Book_SecretairieD'Etat_1980_Businessman'sGuideHaiti.pdf"	"Bibliotheque National d'Haiti"	"2040"
"Leonard_Haiti_Book_SecretairieD'Etat_1980_GuideDeL'HommeD'Affaires.pdf"	"Bibliotheque National d'Haiti"	"2040"
"Leonard_Haiti_Book_SecretaryOfStateForCommerceIndustry_1969.pdf"	"Bibliotheque National d'Haiti"	"2029"
"Leonard_Haiti_Book_ServicePopulation_EtudesDemographiques_No2.pdf"	"Bibliotheque Des Freres Saint Louis"	"2020"
"Leonard_Haiti_Book_ServicePopulation_EtudesDemographiques_No3.pdf"	"Bibliotheque Des Freres Saint Louis"	"2021"
"Leonard_Haiti_Bulletin_AmericanChamberOfCommerce_1924.pdf"	"Bibliotheque National d'Haiti"	""
"Leonard_Haiti_Bulletin_BureauConseillerFinancier-ReceveurGeneral_1933.pdf"	"Archives National d'Haiti"	""
"Leonard_Haiti_Bulletin_CassagnolEtAl_1943_EtudeQualiteDesCafesD'Haiti.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Bulletin_ChambreDeCommerceD'Haiti_1949"	"Bibliotheque National d'Haiti"	""
"Leonard_Haiti_Bulletin_ChambreDeCommerceD'Haiti_1949.pdf"	"Archives National d'Haiti"	""
"Leonard_Haiti_Bulletin_DepartmentDuCommerce_1955.pdf"	"Bibliotheque National d'Haiti"	""
"Leonard_Haiti_Bulletin_InstHatStat_1951_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	""
"Leonard_Haiti_Bulletin_InstHatStat_1952_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	""
"Leonard_Haiti_Bulletin_InstHatStat_1953_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	""
