QDRFilename	Provenance	Enterspublicdomainafteryear:
"Leonard_Haiti_Bulletin_InstHatStat_1954_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	""
"Leonard_Haiti_Bulletin_InstHatStat_1955_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	""
"Leonard_Haiti_Bulletin_InstHatStat_1956_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	""
"Leonard_Haiti_Bulletin_InstHatStat_1957_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	""
"Leonard_Haiti_Bulletin_InstHatStat_1958_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	""
"Leonard_Haiti_Bulletin_InstHatStat_1959_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	"2019"
"Leonard_Haiti_Bulletin_InstHatStat_1961_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	"2021"
"Leonard_Haiti_Bulletin_InstHatStat_1962_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	"2022"
"Leonard_Haiti_Bulletin_InstHatStat_1966_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	"2026"
"Leonard_Haiti_Bulletin_InstHatStat_1967_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	"2027"
"Leonard_Haiti_Bulletin_InstHatStat_1968a_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	"2028"
"Leonard_Haiti_Bulletin_InstHatStat_1968b_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS)"	"2028"
"Leonard_Haiti_Bulletin_InstHatStat_1969_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	"2029"
"Leonard_Haiti_Bulletin_InstHatStat_1970_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	"2030"
"Leonard_Haiti_Bulletin_InstHatStat_1980_BulTrimStatSeries.pdf"	"Institut Haitien de Statistique (IHS), Bulletin Trimestriel"	"2040"
"Leonard_Haiti_Bulletin_OfficeNationalDuCafe_1964+_VariousBulletins.pdf"	"Bibliotheque Des Freres Saint Louis"	"2024"
"Leonard_Haiti_Bulletin_SecretairerieD'Etat_1974.pdf"	"Bibliotheque National d'Haiti"	"2034"
"Leonard_Haiti_Bulletin_SecretairerieD'Etat_1978.pdf"	"Bibliotheque National d'Haiti"	"2038"
"Leonard_Haiti_Bulletin_SecretairerieD'Etat_1980.pdf"	"Bibliotheque National d'Haiti"	"2040"
"Leonard_Haiti_Document_1925-27_PrincipauxProduitsImportes.pdf"	"Archives National d'Haiti"	""
"Leonard_Haiti_Document_Doanes_1823_MiscelaneousCustomsDocs.pdf"	"Archives National d'Haiti"	""
"Leonard_Haiti_HaitiJournal_1936_SauvetageDuCafeHaitien.pdf"	"Bibliotheque National d'Haiti"	""
"Leonard_Haiti_Memonandum_Headquarters,Gendarmeried'Haiti_1926.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Monograph_Damour_ND_EconomieHaitienne_Historique.pdf"	"Institut Haitien de Statistique (IHS)"	"Author still alive"
"Leonard_Haiti_Monograph_DepSanPubPop_1970_1961-1970.pdf"	"Institut Haitien de Statistique (IHS)"	"2030"
"Leonard_Haiti_Monograph_DepSanPubPop_1974_RapportAnnuel.pdf"	"Institut Haitien de Statistique (IHS)"	"2034"
"Leonard_Haiti_Monograph_DirectionGenContributions_1958_TrenteDeuxiemRapAn.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Monograph_DirGenCon_1935_1933-1934.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Monograph_DirGenCon_1936_Oct1934-Sep1935.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Monograph_DirGenCon_1958_1955-1956.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Monograph_ElieEdouard_1980_LeCafe.pdf"	"Institut Haitien de Statistique (IHS)"	"Cannot determine author death"
"Leonard_Haiti_Monograph_Estime_1972_ContributionPolitiqueAgricole.pdf"	"Bibliotheque National d'Haiti"	"Author still alive"
"Leonard_Haiti_Monograph_Hector_1980_1965-1975.pdf"	"Institut Haitien de Statistique (IHS)"	"2030"
"Leonard_Haiti_Monograph_Hector_1980_1965-1975.pdf"	"Institut Haitien de Statistique (IHS)"	"Cannot determine author death"
"Leonard_Haiti_Monograph_InstitutHatienDeStatistiqueEtD'Info_1981.pdf"	"Institut Haitien de Statistique (IHS)"	"2041"
"Leonard_Haiti_Monograph_InstitutHatienDeStatistiqueEtD'Info_1984.pdf"	"Institut Haitien de Statistique (IHS)"	"2044"
"Leonard_Haiti_Monograph_Lionel_1980_L'Emploi.pdf"	"Institut Haitien de Statistique (IHS)"	"Cannot determine author death"
"Leonard_Haiti_Monograph_Metraux_1951_l'HommeEtLaTerreMarbial.pdf"	"Bibliotheque National d'Haiti"	""
"Leonard_Haiti_Monograph_SecretairerieD'EtatDuPlan_1982_RH.pdf"	"Institut Haitien de Statistique (IHS)"	"2042"
"Leonard_Haiti_Pamphlet_AthansaseLaForest_1887_CultureduPratique.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Pamphlet_BureaudeRecensement_1949_Port_Au_Prince.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Pamphlet_BureaudeRecensement_1950_General.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Pamphlet_BureaudeRecensement_1951_LaDemographie.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Pamphlet_DepDeL'AgricultureEtDuTravail_1942_CodeDuCafe.pdf"	"Bibliotheque Des Freres Saint Louis"	""
"Leonard_Haiti_Pamphlet_InstHatStat_1973_Recensement.pdf"	"Bibliotheque Des Freres Saint Louis"	"2033"
"Leonard_Haiti_Pamphlet_InstHatStat_1979_Recensement_1971.pdf"	"Bibliotheque Des Freres Saint Louis"	"2039"
"Leonard_Haiti_Pamphlet_InstituteHatienPromotionDuCafe_1975_Vol_7_No1.pdf"	"Bibliotheque Des Freres Saint Louis"	"2035"
"Leonard_Haiti_Pamphlet_InstitutHatienDeStatistiqueEtD'Informatique_1999.pdf"	"Institut Haitien de Statistique (IHS)"	"2059"
"Leonard_Haiti_Pamphlet_Lubin_1951_DuRecensementEnHaiti.pdf"	"Bibliotheque Des Freres Saint Louis"	"2058"
"Leonard_Haiti_Report_DirGenCon_1956_1954-1955.pdf"	"Institut Haitien de Statistique (IHS)"	""
"Leonard_Haiti_Report_Dufresne_1982_DeveloppmentEconomiqueEtSocial.pdf"	"Institut Haitien de Statistique (IHS)"	"Author still alive"
"Leonard_Haiti_Report_InstHatStat_1975_Projections.pdf"	"Institut Haitien de Statistique (IHS)"	"2035"
"Leonard_Haiti_Report_Theodat_1978_QuelquesAspectsDeL'Investissement.pdf"	"Institut Haitien de Statistique (IHS)"	"Cannot determine author death"
"Leonard_Haiti_Report_WorldBank_1978_Vol_I.pdf"	"Institut Haitien de Statistique (IHS)"	"2038"
"Leonard_Haiti_ServiceTechniqueDeL'Agriculture_1929_HaitianCoffee.pdf"	"Bibliotheque National d'Haiti"	""
"Leonard_Haiti_Thesis_LescotJr_1979_L'EconomieCafiere_1951-1976.pdf"	"Bibliotheque Des Freres Saint Louis"	"Author still alive"
"Leonard_DR_Bulletin_Boletin_De_Farmacia_Ano_1893.pdf"	"n/a"	""
"Leonard_DR_Newspaper_1845_1846_El_Dominicano.pdf"	"El Dominicano"	""
"Leonard_DR_Newspaper_1845_El_Dominicano_Octubre_8.pdf"	"El Dominicano"	""
"Leonard_DR_Newspaper_1869_El_Correo_De_Ultramar.pdf"	"El Correo De Ultramar"	""
"Leonard_DR_Newspaper_1882_1883_El_Propagador.pdf"	"El Progagador "	""
"Leonard_DR_Newspaper_1884_1885_El_Propagandista.pdf"	"El Propagandista"	""
"Leonard_DR_Newspaper_1886_Eco_De_La_Opinion_Abril_1.pdf"	"Eco De La Opinion"	""
"Leonard_DR_Newspaper_1891_1892_El_Lapiz.pdf"	"El Lapiz"	""
"Leonard_DR_Newspaper_1919_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1919_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1919_Ecos_Del_Valle_Bani(10)_Octubre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1919_Ecos_Del_Valle_Bani(11)_Noviembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1919_Ecos_Del_Valle_Bani(12)_Diciembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1920_Ecos_Del_Valle_Bani(01)_Enero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1920_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1920_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1920_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1920_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1920_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1920_Ecos_Del_Valle_Bani(07)_Julio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1920_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1920_Ecos_Del_Valle_Bani(10)_Octubre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1920_Ecos_Del_Valle_Bani(11)_Noviembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1920_Ecos_Del_Valle_Bani(12)_Diciembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1921_Ecos_Del_Valle_Bani(01)_Enero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1921_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1921_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1921_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1921_Ecos_Del_Valle_Bani(05)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1921_Ecos_Del_Valle_Bani(07)_Julio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1921_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1921_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1921_Ecos_Del_Valle_Bani(10)_Octubre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1921_Ecos_Del_Valle_Bani(11)_Noviembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1921_Ecos_Del_Valle_Bani(12)_Diciembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1922_Ecos_Del_Valle_Bani(01)_Enero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1922_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1922_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1922_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1922_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1922_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1922_Ecos_Del_Valle_Bani(07)_Julio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1922_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1923_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1923_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1923_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1923_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1923_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1923_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1923_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1923_Ecos_Del_Valle_Bani(10)_Octubre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1923_Ecos_Del_Valle_Bani(11)_Noviembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1923_Ecos_Del_Valle_Bani(12)_Diciembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1924_Ecos_Del_Valle_Bani(01)_Enero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1924_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1924_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1924_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1924_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1924_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1940_Ecos_Del_Valle_Bani(01)_Enero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1940_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1940_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1940_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1940_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1940_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1940_Ecos_Del_Valle_Bani(07)_Julio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1940_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1940_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1940_Ecos_Del_Valle_Bani(10)_Octubre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1940_Ecos_Del_Valle_Bani(11)_Noviembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1940_Ecos_Del_Valle_Bani(12)_Diciembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1941_Ecos_Del_Valle_Bani(01)_Enero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1941_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1941_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1941_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1941_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1941_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1941_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1941_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1941_Ecos_Del_Valle_Bani(10)_Octubre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1941_Ecos_Del_Valle_Bani(11)_Noviembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1941_Ecos_Del_Valle_Bani(12)_Diciembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1942_Ecos_Del_Valle_Bani(01)_Enero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1942_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1942_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1942_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1942_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1942_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1942_Ecos_Del_Valle_Bani(07)_Julio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1942_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1942_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1942_Ecos_Del_Valle_Bani(10)_Octubre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1942_Ecos_Del_Valle_Bani(11)_Noviembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1942_Ecos_Del_Valle_Bani(12)_Diciembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1943_Ecos_Del_Valle_Bani(01)_Enero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1943_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1943_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1943_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1943_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1943_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1943_Ecos_Del_Valle_Bani(07)_Julio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1943_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1943_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1943_Ecos_Del_Valle_Bani(10)_Octubre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1943_Ecos_Del_Valle_Bani(11)_Noviembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1943_Ecos_Del_Valle_Bani(12)_Diciembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1945_Ecos_Del_Valle_Bani(01)_Enero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1945_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1945_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1945_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1945_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1945_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1945_Ecos_Del_Valle_Bani(07)_Julio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1945_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1945_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1945_Ecos_Del_Valle_Bani(10)_Octubre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1945_Ecos_Del_Valle_Bani(11)_Noviembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1945_Ecos_Del_Valle_Bani(12)_Diciembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1946_Ecos_Del_Valle_Bani(01)_Enero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1946_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1946_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1946_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1946_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1946_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1946_Ecos_Del_Valle_Bani(07)_Julio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1946_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1946_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1946_Ecos_Del_Valle_Bani(10)_Octubre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1946_Ecos_Del_Valle_Bani(11)_Noviembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1946_Ecos_Del_Valle_Bani(12)_Diciembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1947_Ecos_Del_Valle_Bani(01)_Enero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1947_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1947_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1947_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1947_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1947_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1947_Ecos_Del_Valle_Bani(07)_Julio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1947_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1947_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1947_Ecos_Del_Valle_Bani(10)_Octubre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1947_Ecos_Del_Valle_Bani(11)_Noviembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1947_Ecos_Del_Valle_Bani(12)_Diciembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1948_Ecos_Del_Valle_Bani(01)_Enero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1948_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1948_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1948_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1948_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1948_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1948_Ecos_Del_Valle_Bani(07)_Julio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1948_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1948_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1948_Ecos_Del_Valle_Bani(10)_Octubre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1951_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1951_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1951_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1951_Ecos_Del_Valle_Bani(07)_Julio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1951_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1951_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1951_Ecos_Del_Valle_Bani(10)_Octubre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1951_Ecos_Del_Valle_Bani(11)_Noviembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1951_Ecos_Del_Valle_Bani(12)_Diciembre.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1952_Ecos_Del_Valle_Bani(01)_Enero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1952_Ecos_Del_Valle_Bani(02)_Febrero.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1952_Ecos_Del_Valle_Bani(03)_Marzo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1952_Ecos_Del_Valle_Bani(04)_Abril.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1952_Ecos_Del_Valle_Bani(05)_Mayo.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1952_Ecos_Del_Valle_Bani(06)_Junio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1952_Ecos_Del_Valle_Bani(07)_Julio.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1952_Ecos_Del_Valle_Bani(08)_Agosto.pdf"	"Eco Del Valle"	""
"Leonard_DR_Newspaper_1952_Ecos_Del_Valle_Bani(09)_Septiembre.pdf"	"Eco Del Valle"	""
